tweet_text,sentiment
Dor de amor dói demais :(,0
@gabpalhares puta que pariu MESMO :( o brasil me obriga a votar no pt o brasil sinceramente.....................,0
@IzadoraGarcia6 Vei kkkkkkkkk tem muito tempo mesmo q eu não saio :( total de 0 ânimo,0
o pedro me falou umas coisas do ciro ontem que eu to :-) pau no cu dele,1
"Tô até vendo, só vai eu na aula :(",0
@lanymendescc @ChaoMendesPg Tbm nao consegui :(,0
"@_Galds Meu cabelo natural quando tá grande forma uns cachões :) Não os vejo desde a oitava série, sdds",1
@pfvday nada :),1
"Mas eu juro que eu sou legal gente, podem falar comigo :)",1
A festa começou mas não para todos! :p TVI Reality #loveontoptvi https://t.co/t7IFYVz5NV,1
bom dia! :D tá acordado? passa lá no meu canal! tem video novo :D https://t.co/AVufXcCZvh #RT,1
@daylimns se cuida bby :(,0
domingou satisfeita :)),1
@gabimpio Eu vou tirar os 4 sisos também de uma vez :( e a anestesia? Vc sabe se eles dão anestesia no céu da boca? Pq já sofri demais c essa,0
nada não rebeka sabe kkk — aaa entendi KKKKKKKK isso não significa que não possamos ser amigos :)) https://t.co/9at8aT2Imd,1
"@OskarSays Tô na pg 50 ainda, mas está mto bom :)",1
acordei me sentindo triste :( ele não gente por favor,0
@RSadalla uma tpm misturada com momentos estressantes :(,0
preciso dormir mas nao consigo :(,0
@cruelflorida Eu acho que vence sim miga E o Ciro num chega nem no 2° turno :(,0
@blendel_ @GabriellaPavan1 eu já pedi :),1
"Candidatei-me a 3 cursos na Força Aérea e estou apto nos 3, desde ontem que estou a fazer festa, puto feliz :)) :P",1
quero voltar p meu sonho :(,0
Gostei de um vídeo @YouTube https://t.co/TLDpMoqg6a - Stuff and sounds :),1
Decepção total!!! Queria que perdesse até o rumo de casa... :(( https://t.co/ePH0pm2DLj,0
"@JacAbreu Depende do dia, tenho compromissos no barracão e sempre são em dias de eventos :( Eu queria participar como participante rs, já que muito há muito tempo não trabalho com rails, para me atualizar",0
chorando por causa do ultimo episódio de wgm do sungjae e da joy............................ ah mano sério eu to doida pra clausula do contrato dela de não poder namorar acabar logo :(((((((((((((((((((((((((((( e enfiarem os dois num drama juntos,0
Pra quem nunca viu: conheça o trabalho de acompanhamento nutricional que faço com a Mariana Tornincasa Cabral há mais de 1 ano e os resultados já alcançados :) &lt;3 https://t.co/NnzfJiQ3W8 https://t.co/k30jecQVUn,1
bar :( : d35a805e-1a31-4b08-8341-728a704e2841,0
"Uahahaha! É impressionante como esss povo tem se esforçado em customizar o mundo. Quando você acha que Madonna buscando 5 minutos de fama é o máximo, aparece a exigência de um Roger Water apolítico. :) https://t.co/Hgc3tCMMAM",1
por favor mãezinha não faça isso : ( https://t.co/VhN8ymbRG0,0
To com muitas saudades do meu super melhor amigo :( @weversonfeiller,0
"Votar em bolsonaro nao lhe faz uma pessoa racista, machista, homofóbica, intolerante, facista e apoiadora da ditadura Votar em haddad não te faz burro, iletrado, ingenuo, ladrao e comunista Eu nao vou te odiar porque você não concorda comigo :)",1
não me canso de ver e rever nossas fotos :),1
Na primeira aula que eu decidi mudar para química a stora volta a faltar :),1
bar :-( : 1b84e197-df9b-4c05-8e35-9320dd3eb252,0
pqeq o insta não funciona ? :)))),1
"Olá a todos :D Uma boa semana para todos :D Para os que ainda não ouviram, a abertura de KH3 vai ser uma colaboração especial entre Skrillex e a nossa querida Utada Hikaru &lt;3 Vai se chamar ""Face your fears"". Vai sair dia 18 de Janeiro de 2019 :D Ansiosos? ~Xion",1
Só queria acordar com uma proposta de emprego :(,0
minha irmã fez merda e eu q levei o rage da minha mãe olha q legal :),1
bonzinho era puder ficar na cama a ouvir a chuva :)),1
Fiquei sem dados e ainda estamos em dia 12 :))),1
@candyforniana (aquela inveja saudável de vcs que Jajá vão entrar de férias e todos os outros cursos vão ter aula até fevereiro kkkkk &gt;:( ),0
minha cabeça ta explodindo :(,0
Essa Mirian Leitão :(,0
Sabem quando vos mandam uma mensagem que supostamente e importante e depois não vos contam o resto? Essa é a Lipa na vida :),1
"Sorria, você está sendo trocado :)",1
"o carinha da internet veio fazer manutenção aqui, e como roteador é no meu quarto, ele viu as fotos dos meninos na minha parede, e ele disse que eles parecem uns besouros :( achei isso super ofensivo",0
@vtkrn @crlmrna por isso que eu só como melancia :),1
"@vinizikeira Ainda bem q o voto é livre, e a minha opinião tmb :) E a sua opinião tb é.... só n da pitaco em coisa q eu falo obg Boa noite... tenha uma ótima semana ✨💛",1
quer me ver feliz? me da uma graphic msp capa dura ou qualquer livro msm :),1
@Jujuca1987 @emicida Eu tenho :D,1
Comecei a me sentir mal :(,0
@wftbcanary por que fez isso? :( https://t.co/ALRBxQDzQ2,0
@AnthonyOrtizPlz bom dia :),1
Amanhã é meu aniversário de 19 anos e eu sinceramente não se se vou chegar aos 20 :(,0
@laniakeea Égua não fala isso :((( eu quase não encontro aqueles normais :((( só comprei esse pq n encontrei o normal,0
"@cspoty pois se tinham tanta clareza disso (e os sinais não são de agora...), não deveriam ter tomado outro caminho como campanha? ESSE é o meu ponto desde o início. :)",1
"Ayla e Elijah , sao nomes lindos , darei eles aos meus filhos :) N to zuando",1
@estherzinha___ To c sdd de implicar c você o tempo todo :(,0
Caralllllhoooooo enfim uma chuva :),1
"@pokevon1 kkkkkkkk vei sou assim c o enio mas concordo c tu o bicho é MT chato e sem noção, sdds bezao :(",0
VOTEM NO CIRO esse país precisa de um presidente cearense :(,0
"ultimamente to tão desanimada de entrar aqui, cada dia é um problema novo :(",0
A camioneta vai se atrasar e eu também :),1
brasil nunca vai conseguir um nobel ne? principalmente um de medicina ....é tao triste isso :(,0
@AngTanongKoSayo Depende :),1
@sciencekino @reajacomamor eu te amo :(((,0
@findrenata @asyamalves Mais uma treta pra coleção :) https://t.co/vYTdBZdpvj,1
"Queria tanto mandar te mensagem, falar cntg e dzer te como estão as coisas mas n posso :(",0
@itsmeotinha pelo amor de DEUS anular o voto pode deixar seu país nas maos do bozo. isso não é questão de ideologia mais. :(,0
"@baddiebeytexana Simm!! Quando a pessoa tem bom gosto os outros querem copiar mesmo :p cara, eu lembro que teve uma época que estavam falando que a xuxa não queria que ngm mais usasse o nome Sasha, fiquei chocada, só não sei se é vdd",1
"oi, meu nome é bettina estou aprendendo a ligar o foda-se e está sendo muito produtivo :)",1
voce ta tao lindo :( https://t.co/GxVGnilfCj,0
Então assisti o teaser e os pelos do meu cu tão arrepiados - mas eu já sei que eu vou odiar :) #Aladdin,1
Me juiiiiiiiiiiiiiiiiiiiiiiii! :) sabato Feria de vanidades! https://t.co/8rr8H3xcFR,1
"@waleriojr92 @fleir_ @titannlol1 Ele falou merda, mas a palavra fétido existe. :)",1
@treta_ze Até onde eu sei esse é o conceito de democracia :),1
"@freiihet @carlosishida @JuniorRezendee7 @SaviCarol @gustmadu @conexaopolitica Okay, essa é a sua opinião. Eu só queria saber sobre a proposta dele nesse quesito dado que eu não nunca tinha visto ele falar sobre como ele faria isso. Valeu :)",1
"meu deus, eu PRECISO dessa camisa nova do Corinthians :(",0
Tenho fome mas não quero vomitar again :(,0
@abelleramikko gorabels :)))),1
eu só queria conseguir te ajudar :(,0
@ouauem 23h59: meu relacionamento é perfeito 00h00: minha namorada não me ama :(((,0
Monbebes lindas por favor votem os nossos meninos caíram uma posição :( se vocês precisarem de ajuda e só falar com a gente. Vamos apoiar esses lindos ❤️❤️❤️ @OfficialMonstaX https://t.co/01kqyvLHZA,0
@lucasabyss Eu sou suscetível ao stress :( por 5 minutos. Aí eu vejo que to sendo irracional e paro IAGSJAHUEEHA,0
Forças pra ele e pra ela vai dar tudo certo :(,0
foo :) : 1cd95776-4b6d-468e-a29a-bb0dec14e7af,1
"@Msilvame Sim, é do @CanalQ :)",1
"a bombinha q o médico me passou tem um gosto mt ruim velho, e o spray nasal também tem um cheiro horrível :(",0
um presidente tá preso e a outra sofreu impeachment mas vamos continuar votando neles :),1
@BackGabriele Nosa :( eu choro,0
@sadvxrus eu tô mto triste de amor com essa resposta :(,0
foo :-) : 063a22b1-df93-4949-ba24-87300605f2fd,1
"@LcCarvalho98 @alauras23 @Victor_7Br4zil o ""vácuo"" teria sido a melhor opção :)",1
"@gusttavomreal Falar a vdd ahaha. Primeiro que eu twetto o que eu quiser que a conta é minha, e mentiu sim e você sabe que mentiu.. Até a Ana falou na cara dela que ela não estava falando a verdade, tava distorcendo as coisas :)",1
@Zah1d8 Hmm Acha :),1
@tarifmoti To no trabalho :( traz um pra mim na moralzinha,0
@luisfcpalma @abolapt é tão previsível que mete medo :),1
@ahcassini @BiaDegrazia @corrupcao_anti 37% a 40% é 1 turno :P,1
@malu_yamasaki Brigado!! :),1
minha babygirl num ta falando cmg :(,0
Já foram preenchidas 90 vagas para 100 disponibilizadas nessa promoção :) Aproveite e garanta sua vaga antes de acabe. Corre que dá tempo! https://t.co/PLy1cexD3T https://t.co/Lp9uxh0OEg,1
"@hesyouthsoul Eu nao quero ela pintada, quero preta :(",0
@bfhiago Somos dois :(,0
"Oi quero te dar uns beijos rs — Oi eu não tenho bola de cristal pra saber quem é, então chama na dm ou curte aqui :) https://t.co/QKxTMSRRjV",1
"@AkrinuSS Ainda bem que eu não acompanho cblol, então posso haitear tranquilo a qualidade deles no worlds :)",1
@cfodeai @vihkimberlly pior que ela nao esta msm kkk :(,0
@iEliux @CarlosBetaJC De nada :D /,1
deu saudades :( https://t.co/7FJlAiBiid,0
@Soldado_Guto Chupo o seu! :D,1
@carlastrass Fazer live na twitch dia 28 agora :) vamos mostrar pra ela se da pra fazer montagem ao vivo apartir de smartphone. Aconselho a todos a fazerem live !!!!,1
"nem todos os dias vão ser bons alguns dias vão ser só dias outros, vão rolar algumas decepções mas tá tudo bem é parte do processo :)",1
@Elisa016 @TheVoiceBrasil Agora consegui :),1
não acredito :( https://t.co/Pp2aLZjP5Q,0
#SP1 Falando de lata de sardinha no transporte público :),1
@leomxrq falta mto pra 12 horas? :p,1
@sabrinirm Ridículo. Não é mais bem-vindo na minha casa :-),1
"@lunarcollins Como a menina disse, a do Louis eu não sei mas eu sei a da minha mãe: Ela vai chorar porque a filha dela vai ser presa porque eu vou matar você :)",1
Tentando encontrar a caralha desse vídeo que eu passei horas editando em stream. Não lembro o nome que salvei :( https://t.co/u5Sw7s70YU,0
Mês de outubro já começou com alguém depositando 200 reais na minha conta :).,1
"eu queria muito votar no Ciro :( mas vai ter que ser haddad, já que a fan base não se ajuda, que inferno! :(",0
@Andress98278551 oi! Segue eu aki por gentileza!? :),1
Existo e te amo muito :( https://t.co/XmqbWRphgW,0
@puddingpop69 Os vi uns três anos atrás e foi um showzão! :) Acho que vai combinar bem com o festival como um todo.,1
@karinnesanso :( quiser conversar to aqui migs,0
Consegui arrumar um jeito meio gambiarra mas vai ter spotify nas lives agora :),1
@elementlolz Saudades de tu arlindao ta sumido :(,0
@lolonocuegritar eu fico triste pq a gente tinha uma chance com o ciro mas os petistas ficaram de birra querendo fazer jus ao impeachment :(,0
"agora vou dormir triste :( Mas vou de vez, durmam bem anjinhos @BTS_twt",0
ir a loja de discos de vinil deixou-me bue feliz :))) a serio,1
@95taecoffe ﹝☁️﹞➭ ainda bem que chamou! fico imensamente feliz em ler isso~ pode contar comigo para ajudar-te :),1
@marasolsilva já não tenho tempo nem cadeiras :( para o semestre vou de erasmus e acabo a licenciatura,0
@HctorBerrellez1 De nada :),1
bar :-( : 3a87c8d9-09e3-43ee-bbf7-a7cca132ae3b,0
I got Steve Rogers aka Captain America! uma pena que ele vai morrer ano que vem :( https://t.co/9LNua2Jxoo,0
"@xvluma Só não entendi a sua indireta com curtir o verão lá. Não eu não xingo mulheres no curiouscat, aliás eu até silencio ele aqui. Sim, sou crítico a quem mesmo dps de 15 anos de merda do PT, ainda votam nesse partido, mas relaxa, eu respeito as pessoas, as mulheres e suas opiniões :)",1
negative na negative ser :),1
Queria aprender tocar violão... :(,0
@_tadc_ mas eu consigo fingir que está tudo bem :),1
Não gosto nada de ficar longe do Ju :(,0
@acmpedroo ai queria :(,0
"Olha esse homem, como q vcs tiveram a audácia d n votar nele :( https://t.co/aS9OwecD6C",0
"@HannaLourenco87 vc vai melhorar, não se preocupe. Vai dar bom! :)",1
"tou bué romântica e sentimental hoje, devia ir ver um romance e deixar neurociências para outro dia :)",1
Estão crescendo e trabalhando juntas! Tem coisa melhor? Tem: a mamãe e a vovó aproveitando as férias juntinhas :) &lt;3 https://t.co/ROVSAiIW2h,1
"Como um holandês quer ""limpar"" a ilha de #lixo 17 vezes maior do Portugal: https://t.co/b9Z9YJCtWP Se funcionar, será ótimo! :)",1
"Dólar subiu :( - R$4,01 às 13:09",0
@jukejamie @sillyboyzzz mas é esquerdista :),1
Ontem foi aniversário do meu pai e eu ainda estou chateada por não ter dado uma camisa do Fluminense pra ele :(,0
@MicaelWander Infelizmente aliança com bancada ruralista é necessária pra governar o Brasil :( ou eles ou a bancada religiosa,0
"@dakothings naoo hahahahah nem sempre são essas, e na história pelo menos, no feminismo e tal, bruxas são vistas de uma forma ""boa"" :)",1
Meu namorado postou uma receita de bolo no Facebook e eu fiquei ??????????????? até ficar AAAAAAAAAAAAAAAAAAAAA :(,0
"Sport TV +, sporting TV e canais de história e assim são canais desnecessários na minha televisão e só confundem a posição dos canais :)",1
"25, 28 e 31 lá estarei :))))) https://t.co/jVKW4gYupS",1
@brunellismo Te amo mas café na cama não faço todos os dias pq nem sempre dá :),1
@adiar_os_dias a brincadeira com os dinossauros continua tanta que nem mesmo o melhor caril de lentilhas será agradecimento suficiente :),1
Ciúmes que nem deviam existir :),1
"@artsxcoa Seja bem-vinda, Cora! Como vai você? Por que anda tão cansada? :(",0
@dferraz_ Passei pela msm coisa hj :(,0
@rooo_s amiga eu to desesperada real. muito medo :(,0
@nadaverparsa Eles não aceitam devolução :(,0
SOBRA NA :),1
Os estudos interromperam o meu date com o simao :(,0
"Hoje, dia 8-10 é dia do Nordestino. irônico pensar que eu li tanta xenofobia ontem. Bom, não é nada novo. Amo minha terra e gosto de lembrar dessa música :) https://t.co/VZ15kmHM5U",1
"Agora é oficial, fui eleito MCE 2019 :D",1
"@karolinyarc Oi, prazer. :)",1
trouxe tempero pra salada na bolsa e o negocio virou :),1
"caralho kd meu soninho, até botei minha playlist de Cidadão Quem e não vem :(((",0
Meu namorado tem namorado :(,0
"@seesuga_ eu sou distraia de mais, às vezes tenho vontade de me socar por isso :( mas perdoa ok",0
"@profchaves1918 @FortalezaEC Valeu, Fernando! Tmj! :)",1
@matthewdd87 Nada :p,1
@Laranjito76 A pessoa certa para isso seria o vale e azevedo :),1
@Juliadidit Minha irmã recebeu esse ano :) eu fico de olhao pq adoro papelaria ahaushsisj,1
@RinAckerman0 bandonou eu :(,0
Não aguento mais ver animais sendo maltratados :(,0
"acordei muito happy, nem parece que ontem estava a morrer e hoje é segunda feira :)",1
adoro assustar os putos :),1
@jminfeminist eu te entendo :(,0
Meus braços estão doendo agora :( vou matar ele aa,0
Ai eu amo demais estar no rio :( amo as pessoas nossa :(,0
"o meu coração ta muito quentinho mano, sei lá velho, mesmo que esse porra é um safado ele fala com tanto amor e carinho, velho quando eu imagino momento de casal eu penso nisso, eu to muito quentinha com sorriso solto no rosto lendo isso, ai :( https://t.co/cjAeSFHMjf",0
@damazio_thiago kkkkkkk como vc adivinhou? :(,0
@dolivetro a narração é 200% do vídeo :D,1
@nogskdjdisk sempre olho no infojobs :( brigado bb vou dar uma olhada,0
@isab_lly @Ranielligomes @AnaVitoriaMelo opa desculpa então minha querida como disse é que tinha batido a vontade de ser gado mas obrigado pela compreensão então :D &lt;3,1
meu novo twitter :D VOLTEI GALERA!!!! https://t.co/SCnfoc0RnV,1
"sdds, preciso de um replay :( — nem rola https://t.co/z3JqqV50AH",0
só queria uma aula do @VVvertLoL :(,0
@LiloVLOG Não desanima @LiloVLOG :) A guerra continua.,1
to de banho tomado já :),1
"@ladygomxz @VinicGustavo @TatyNervosa @amandamrct @marquespmFilipe @olive_szv @_plenissima @jairbolsonaro Foi mal, é q vc é o típico esteriótipo de garota teen de twitter que gosta de lacrar contra o ""facismo"" usando falas prontas a favor de minorias e igualdade social, sem saber propôr uma forma de chegar até essa igualdade, resumido :)",1
e eu que gostei do plano de marina mas nao sinto confiança nela? nao acho que ela vai ter governabilidade :(,0
@dianarbs Agora é saltares para aquecer os pés :p,1
me sentindo um ljxo de amiga :(((,0
@maria_oenning nem me fale :(,0
n duvido nd que seja igual com nct dream :p,1
Não gosto da Luane. Espero que saia :) #Afazeda10,1
"Não, eu nunca estive bem Sim, eu sei que sou chato não precisa esfregar na minha cara por favor Eu sou um ridículo que não faz diferença nenhuma em uma mundo com mais de 7 bilhões de pessoa Eu já tô cansando da minha vida Ninguém sabe oq eu sinto de verdade Não tenho talento :D",1
"@rcesarpacheco se forem do kit eleições então, hehehe :)",1
@duduucrf po eu tambem to :(,0
"@juhtpinheiro pfvr n fala assim :((( a vida tá uma bosta, mas a gnt vai conseguir passar por isso",0
@icaroodilon Caraca não faz eu chorar patrão :( vou sentir falta de acordar e ver você cedinho no PC vendo vod,0
"@_hell0sweetie @_mbels vocês são uma fofa!!! ♥ eu tô com algumas ideias no forno pra postar no medium, quero voltar tbm com a newsletter que abandonei :(",0
"@iamcampos07 Bom dia, o cabo daciolo não ganhou :(",0
"acordei agora com o choro entalado, eu não acredito que isso tá acontecendo :(",0
@DCOMlCS anem fefê :(,0
"Muito bem! É simples, melhor q isso so desenhando. :) https://t.co/Ixc4nS2kfU",1
Temos uma Índia eleita pela rede na câmara. Parabéns Roraima e comunidade indígena :) Parabéns pra nós todos,1
não quero tomar desgosto de dormir mas toda vez que eu dirmo é um pesadelo diferente :(,0
@295SN /Abraça bem apertado :(,0
eu amo tanto the rose :(,0
"eu só queria estar dormindo, apenas isso que eu queria :(",0
(sobre mim) 1. tenho 5 tatuagens 2. nasci de 7 meses 3. td mundo acha que odeio homens mas a maioria dos meus amgs é menino 4. tenho cabelo curto desde os 13 5. cortei o cabelo por causa de a tfios 6. quero fazer direito 7. adoro convencer pessoas 8. geralmente eu tô certa :),1
"@LilianaValente @lpmpessoal @carlosgpinto @pedro_sales Nenhum. Uso muitas vezes :) Mas se vamos alargar uma infra-estrutura temos de perceber as vantagens e desvantagens daquela (Montijo) vs outras (Monte Real, por exemplo). E pensar o país, Quando foi da OTA foi um exagero de discussão agora parece que não há nada a conversar :)",1
"@IgorComics_18 Uma dica: tenta usar referencia, e treinar um pouco de anatomia, principalente do rosto, me ajudou mtt : )",1
@aphrodyite @saalencars @RealitySocial por aqui não sei também :( encontrei o link do giphy https://t.co/Z9ITZZgXIl,0
"@alexia_Flele nossa guria, a vez q fui atendida no posto pela médica cubana ela não entendia nadinha do que eu falava, não sabia escrever o nome dos remédios..... caos :(",0
tô triste pq o ciro não vai p segundo turno :(,0
@jess_re Ate hj hahaha hj a tarde to partindo já :(,0
"@canalskyflyer Aqui em Curitiba ta chovendo demais. É muito bom, ainda mais pra tomar um cafézinho :D",1
@TheTBBY Vou tentar divulgar :),1
@laranaoclara Eu confesso que to revoltada com a galera que ainda tá na vibe PT. Sério :(,0
GANDA :(((( https://t.co/hjWLN99W6l,0
"@sansquer @reuelalmeida Putz, aí é tenso. :(",0
"Ontem eu tava jantando com o Italo e pedimos a conta pra irmos embora. Falei pra ele, quer apostar quanto q o garçom vai entregar diretamente pra você pagar? Dito e feito. O garçom me ignorou totalmente. Aí o Italo falou, é ela quem vai pagar e eu tava com uma cara tipo :)",1
acordo 7 horas da manhã e ca estou eu fazendo vários nadas doida p nao conseguir acordar :p,1
"@poseidonzinho @dwohtiedx felizmente tenho um pai maravilhoso que respeitas as mulheres e me deu educação, aí eu não me tornei uma babaca igual você :)",1
td q eu queria: ir pra porto e com o theo :( https://t.co/6DvfXK24eI,0
queria um jisung :(( iria mimar tanto https://t.co/hpvQBFvRAv,0
Eu não aguento mais te amar do jeito que te amo e saber que você nem sabe que existo.... isso está me machucando tanto.... :(,0
:( nao acredito julia https://t.co/6gNNa2hK4U,0
"achei que o bozo ganhando era um sonho, acordei e fiquei triste :(",0
@Micapagini_ Pq tu não foi??? :(,0
@ericarubel Pesado q eu tava certa :(,0
@spxcetaeyong amor... :(,0
"@warleidebrito Desculpa, eu só estou adicionando familiares e amigos que conheço pessoalmente. Falo com todos aqui pelo Twitter :)",1
@RafaelWoo Quero assistir! :D,1
@jiwoohyunjin @cutewonnie @takeaross aí miga :((( melhoraaas ♥️ eu linda respondendo hj pq esqueci total dessa conta rs,0
@marymattos27 Dá uma pausa e vai prestar atenção nas aulas de História :),1
Devia ter saído de casa mais cedo :((((((,0
foo :-) : cf86695f-45ac-44e8-a4a4-ea316569c1df,1
como eu queria voltar ao primeiro amor se torna a coisa mais difícil depois de tantos e tantos anos afastada :(,0
@cmlrbsr É assustador - eu to em choque ainda tentando achar forças :(,0
@alphasadboyy me chamaram contra a minha vontade :(,0
@bxssetti nada ve &gt;:(,0
indo dormir agora pq eu tava fechando caixa e arrumando o atelier :))))))))fuck,1
obrigada meu neném :) https://t.co/gEOnmqiFYM,1
ja estou bué chateada e quero chorar juro fds que nervos :),1
você estaria interessado em uma cena de bukkake;; :D — Q porra eh essa https://t.co/rithcXRRSE,1
@_Parente_ @08Maryana Agora já passou linda :),1
@FTrickHP Bom dia :),1
@CentralZiamBR Moça não faz isso não :(,0
"@DMPedroVieira Estivemos a experimentá-lo depois da E3, se tiveres curiosidade tens aqui as nossas primeiras impressões :) https://t.co/mLnHTwI5mr",1
@Pedro_5765 meus amigos que me chamam p sair diferente de vc :),1
a carinha dele yara :( https://t.co/HxaPl0S3n9,0
Eu sinto tanta saudade de ter alguém pra conversar direto :( Meu whatsapp só vive moscando ou quando alguém fala comigo é coisa sem intimidade que fala só aquele oi tudo bem,0
@clebinj @itsmejui @creBInj tudo bem... mas n precisava bloquear :(,0
@_kauanzera @tigrinhoow opa! :) um pouco cedo para julgar que vão cair os dois!,1
pq eu não consigo fazer amizades como todo mundo? :(,0
@paulo__morelli Com certeza! :),1
"o pior é que eu fico pensando em tudo que eu não fiz e poderia estar fazendo, e em como as coisas estão passando tão rápido e dai vem a crise e a vontade de chorar :(",0
fiquei com vontade d ter uma calopsita mas não deixaram :(,0
Maior vergonha da minha vida :),1
@schafferzinha @thaisggs acho que não vai dar p eu ir :(,0
@gy_kimtae skdnsksksk infelizmente não vou poder matar sua curiosidade gabi :((,0
Engraçado que toda vez que eu posto desenho eu perco um seguidor :D,1
"Ave maria, que saudade do meu amor! :(",0
Apartamento Santos frente praia O iMudou é especialista em imóveis e encontrou 126 oportunidades para a busca apartamento santos frente praia. Temos as ofertas com o menor preço! :) https://t.co/jbF3eSVRUB,1
"@ncpwriter Virginia e Lyrica ehiediwedde Se deram unfollow (mas parece que se seguiram de novo), estavam evitando ir para os mesmos lugares. O rumor infeliz é que foi briga por macho diuwedwe :(",0
@mau10 Já vou acendendo uma vela só pra garantir. Vai facilitar tanto a minha vida :(,0
Não aguento mais ter pesadelo todo dia c/ aqueles episódios de Handmaids Tale onde as gays são enforcadas. Não quero ter que voltar pro armário pra sobreviver :( E ver que a maioria das pessoas não tão nem aí pra isso é foda!,0
Chromagnetik VOL.2 é ja este sabado :P https://t.co/OReTye9Fvq,1
Minha música para a Psicanálise: https://t.co/uiw4ExBVca :D,1
Disse só que não gosta !! :( mas eu perdoou ela rsrs :D https://t.co/EaiTFf0BS7,1
https://t.co/6gfqXBzspe fortnite com o meu puto errokapaze e faceit mais tarde :),1
@JotaBOliveira É.... Ahhh obrigada kkk :)),1
@CellaVero tem isso né? passagem e hotel ai mano é mt tarde :( mor avalanche de desgraceira esse final de semana eim.,0
@pagalanxe Pelo menos pudemos ter sublimes alegrias como Sâmia e a Bancada Ativista! : ) É tanto desgosto que um pouco de doçura me faz bem!,1
Dia a Dia da nossa Campanha :D https://t.co/0NZxhC3dQe via @YouTube,1
Acho que sobrou pra alguém :),1
Meu celular apagou maioria dos contratos :))))))))),1
@TheNone0 Es color rosa joto :D,1
minha mãe que foi jovem na ditadura implorou pra eu tirar o adesivo do pt da mochila :(,0
"ai bateu uma saudade do cauã agora, ele tá tão sumido :(((",0
@SrAlbusPotter_ @Tiieler @aliciadoben @ThePudinzina @Rose_weasl @WhiteTMcG @kid_Aprill @BlackyRiddle @horusslughorn @barbspalvinvs1 Acho que vou fazer isso mesmo :) obg anjinho,1
@juliastlmch cimer :),1
@Luiz_Guigs @MarioMatheus7 É bastante conveniente para uma cobra chamar um escorpião de fascista. :-),1
"Pq ta tao feliz, linda? — Coisas indo muito bem :) https://t.co/WzNe3ZZqIu",1
ai eu sou apaixonada dms pela momo :(,0
@todebowie O que houve :(,0
@emilly_alvez Não esquece de comer direitinho antes de ir.. :),1
"@LauraGarciasc sim :( ele tava carregando, aí agora quando acordei ele tava tão quente q pareceria q ia explodir e não quer ligar",0
Tenho frio :((,0
"@avelar_hew Então, parece que se logar em qualquer coisa de novo reativa :( Eu vou só reduzir o uso mesmo porque ta foda :(((",0
to comendo tapioca :p,1
Quando se vai começar a me seguir pra nós trocar uma ideia ein esquentadinha? 😂😁 — Troca ideia com a tua Namorada :) https://t.co/KEkmTDDyWS,1
Como foi o melhor sonho que você já teve? — nunca lembro dos meus sonhos :( https://t.co/lhna4cc4ve,0
@imnutsbaby eu vou me decepcionar só quando o rick morrer :(,0
"@heavydirtyana Bom dia pra quem, Ana? Está tudo uma merda :(",0
"Se vos irrita pessoas andarem devagar a vossa frente, imagem pessoas conduzir a 20 numa zona onde podem andar a 80 :)",1
dor de estômago essas horas :-(,0
@jeonrychu aninhacatarine :),1
queria meu ciro :(,0
"@mariana1970s EXATO! claro que eu tenho,se vc é inteligente vc guarda dinheiro para casos de emergência :)",1
"@674MG Só tô cansada de ser eu, queria ser outra pessoa. :-(",0
"@filipecatto Eu te amo muito, cara, não abandone a resistência nunca, por favor! :(",0
@vitgomes Eu consegui em torno de cinco ou seis votos só pra ela. Fiquei triste também com o resultado :(,0
@AlexCanalMusic O Alex acompanha o filho. :),1
@IsadoraRDamie @DouglasHespelt Concordo plenamente!! #SaveScorpion Vc já está adicionada no mapa dos fãs do Cyclone? https://t.co/K4scw6ZF5K É só comentar lá tua cidade (ou uma perto) estado e país e vc será adicionada para poder ver outros fãs :D é uma campanha para uma quinta temporada #SaveScorpion,1
@thrivias Não anjo :( O que aconteceu? Eu posso te ajudar!.,0
@theogbrains boa pergunta :(,0
@Phillosofo o povo esquece que o desconto vai sair do valor que a gente dá ao nosso esforço e a gente mesmo como artista :(,0
"@puto_mateus parabéns, espero que tenhas grande dia, qualquer cena fala :)",1
"@itau então, não aparecia msg de erro, mas aparecia com quebra de pagina e n conseguia fazer operação... mas já voltou ao normal. obrigada pela atenção :)",1
Mano era pra eu tá fazendo campanha agora pro meu Cirinho :(,0
Quero os teus olhos :))) btw és muito gira e bue cómica e crias muito facilmente laços com as pessoas,1
"@marialves53 Bom dia, Maria :)",1
"pois dille o teu mozo que ainda temos que compartir daddies eu máis el :P — Fala-lhe, tamén anda por Twitter 😂 https://t.co/jLvd3pKTzK",1
@lmjrespect verdade :(( muito triste isso,0
@parkjtears Ai eu amo muito o Jeon :(,0
nunca me senti tão assustado pegando ônibus de saia :(((,0
Eu só queria ter internet em casa :(,0
"Tira a mão de mim, quero te soltar Vou fazer assim que é pra eu não te machucar Meu amigo esse cara da uma aula :)",1
"@kikivstheworld Caralho cara :(((( força, florzinha!",0
@tigerggukie não fica pegando friagem neném que vai doer mais :(,0
"@benebarbosa_mvb Muito cuidado com o Bosque da UFSC, aí no CFH? Eles não gostam de pessoas com camisa social... :(",0
