id,title,fake_news,clean_title,stemmed_title,lemmatized_title
631,E o filho do motorista [de Marielle vai ganhar pensão] Não!,1,filho motorista marielle vai ganhar penso,filho motorista mariel vai ganhar penso,filho motorista marielle vai ganhar penso
632,Charge publicada na revista americana Time. E de longe a melhor expressão que já vi sobre a nossa situação atual,1,charge publicada revista americana time longe melhor expresso j vi sobre situao atual,charg publicada revista americana time long melhor expresso j vi sobr situao atual,charge publicada revista americana time longe melhor expresso j vi sobre situao atual
634,Bolsonaro assina decreto que proíbe o consumo de drogas em universidades e choca alunos,1,bolsonaro assina decreto probe consumo drogas universidades choca alunos,bolsonaro assina decreto probe consumo droga universidad choca aluno,bolsonaro assina decreto probe consumo drogas universidades choca alunos
638,Golaço do presidente [Bolsonaro]. Se você não compartilhar ninguém ficará sabendo. A Globo não mostra,1,golao presidente bolsonaro voc compartilhar ningum ficar sabendo globo mostra,golao president bolsonaro voc compartilhar ningum ficar sabendo globo mostra,golao presidente bolsonaro voc compartilhar ningum ficar sabendo globo mostra
651,"'Câncer é um fungo! E bicarbonato de sódio ajuda a curar o câncer, diz Oncologista",1,cncer fungo bicarbonato sdio ajuda curar cncer diz oncologista,cncer fungo bicarbonato sdio ajuda curar cncer diz oncologista,cncer fungo bicarbonato sdio ajuda curar cncer diz oncologista
658,"Pablo Escobar, Cristina Kirchner, Dilma Rousseff e Néstor Kirchner. Alta sociedade do crime reunida",1,pablo escobar cristina kirchner dilma rousseff nstor kirchner alta sociedade crime reunida,pablo escobar cristina kirchner dilma rousseff nstor kirchner alta sociedad crime reunida,pablo escobar cristina kirchner dilma rousseff nstor kirchner alta sociedade crime reunida
659,"Esse projeto de lei anticrime do [Sérgio] Moro, Hitler do judiciário, quer punir a corrupção. Um absurdo, corrupção é algo cultural no Brasil e forma de governo de todos os presidentes desde a redemocratização",1,projeto lei anticrime srgio moro hitler judicirio quer punir corrupo absurdo corrupo algo cultural brasil forma governo todos presidentes desde redemocratizao,projeto lei anticrim srgio moro hitler judicirio quer punir corrupo absurdo corrupo algo cultur brasil forma governo todo president desd redemocratizao,projeto lei anticrime srgio moro hitler judicirio quer punir corrupo absurdo corrupo algo cultural brasil forma governo todos presidentes desde redemocratizao
660,Lula é eleito pela revista inglesa 'The Economist' como o maior ladrão do mundo,1,lula eleito revista inglesa the economist maior ladro mundo,lula eleito revista inglesa the economist maior ladro mundo,lula eleito revista inglesa the economist maior ladro mundo
663,Documento do Wikileaks revela que Globo repassou à Unesco apenas 10% do que arrecadou com o Criança Esperança,1,documento wikileaks revela globo repassou unesco apenas arrecadou criana esperana,documento wikileak revela globo repass unesco apena arrecad criana esperana,documento wikileaks revela globo repassou unesco apenas arrecadou criana esperana
665,Papa Francisco cancela a Bíblia e propõe criar um novo livro,1,papa francisco cancela bblia prope criar novo livro,papa francisco cancela bblia prope criar novo livro,papa francisco cancela bblia prope criar novo livro
669,"1 mês após massacre em escola de Suzano, Exército promove projeto Atirador Mirim para ensinar crianças a atirar",1,ms aps massacre escola suzano exrcito promove projeto atirador mirim ensinar crianas atirar,ms ap massacr escola suzano exrcito promov projeto atirador mirim ensinar criana atirar,m aps massacre escola suzano exrcito promove projeto atirador mirim ensinar crianas atirar
673,"Abriu a caixa preta do BNDES, que terá de devolver ao Tesouro Nacional R$ 316 bilhões roubados pelo PT",1,abriu caixa preta bndes ter devolver tesouro nacional r bilhes roubados pt,abriu caixa preta bnde ter devolv tesouro nacion r bilh roubado pt,abriu caixa preta bndes ter devolver tesouro nacional r bilhes roubados pt
681,Cancelou um jantar de [R$] 290 mil no Ibama e exonerou a responsável,1,cancelou jantar r mil ibama exonerou responsvel,cancel jantar r mil ibama exoner responsvel,cancelou jantar r mil ibama exonerou responsvel
687,... [Criação de empregos nos primeiros dois meses] Recorde,1,criao empregos primeiros dois meses recorde,criao emprego primeiro doi mese record,criao empregos primeiros doi meses recorde
693,Vivi pra ver! Cúpula do PT entra na justiça contra o pagamento 13 salário ao Bolsa Família,1,vivi pra ver cpula pt entra justia contra pagamento salrio bolsa famlia,vivi pra ver cpula pt entra justia contra pagamento salrio bolsa famlia,vivi pra ver cpula pt entra justia contra pagamento salrio bolsa famlia
701,Maria do Rosário diz que Rota errou em matar 11 bandidos em tentativa de assalto a banco. Ela diz que bandidos nem tiveram a chance de revidar. Tá louca,1,maria rosrio diz rota errou matar bandidos tentativa assalto banco diz bandidos chance revidar t louca,maria rosrio diz rota errou matar bandido tentativa assalto banco diz bandido chanc revidar t louca,maria rosrio diz rota errou matar bandidos tentativa assalto banco diz bandidos chance revidar t louca
704,"Montanhas de euros e reais na casa de Cristina Kirchner. A operação vazou, mas a polícia chegou antes que queimassem tudo",1,montanhas euros reais casa cristina kirchner operao vazou polcia chegou antes queimassem tudo,montanha euro reai casa cristina kirchner operao vazou polcia chegou ant queimassem tudo,montanhas euro reais casa cristina kirchner operao vazou polcia chegou ante queimassem tudo
707,"Fortuna [de Lula]: U$ 2 bilhões segundo a revista Forbes, 2006",1,fortuna lula u bilhes segundo revista forbes,fortuna lula u bilh segundo revista forb,fortuna lula u bilhes segundo revista forbes
708,"Assassino foi descoberto! Não é PM, não é branco.  ligado ao TRFICO. A Mídia não fala mais de Marielle. Por que Marielle foi morta por Thiago Macaco, negro, de origem pobre e bandido. Onde está o branco racista, policial e homofóbico que a esquerda e a Globo inventaram",1,assassino descoberto pm branco ligado trfico mdia fala marielle marielle morta thiago macaco negro origem pobre bandido onde est branco racista policial homofbico esquerda globo inventaram,assassino descoberto pm branco ligado trfico mdia fala mariel mariel morta thiago macaco negro origem pobr bandido ond est branco racista polici homofbico esquerda globo inventaram,assassino descoberto pm branco ligado trfico mdia fala marielle marielle morta thiago macaco negro origem pobre bandido onde est branco racista policial homofbico esquerda globo inventaram
711,"Isso mesmo, o cantor Pabllo Vittar fechou um contrato de 5 anos com a Globo para apresentar o programa TV Criança Gay",1,cantor pabllo vittar fechou contrato anos globo apresentar programa tv criana gay,cantor pabllo vittar fechou contrato ano globo apresentar programa tv criana gay,cantor pabllo vittar fechou contrato ano globo apresentar programa tv criana gay
712,"Engraçado. Depois que foi descoberto que o assassino de Marielle era do PT, parece que finalmente ela morreu. Ninguém fala mais nada",1,engraado descoberto assassino marielle pt parece finalmente morreu ningum fala nada,engraado descoberto assassino mariel pt parec finalment morreu ningum fala nada,engraado descoberto assassino marielle pt parece finalmente morreu ningum fala nada
722,"O Exército Brasileiro conseguiu, ontem, encontrar água ao perfurar um poço em Caicó, no Nordeste",1,exrcito brasileiro conseguiu ontem encontrar gua perfurar poo caic nordeste,exrcito brasileiro conseguiu ontem encontrar gua perfurar poo caic nordest,exrcito brasileiro conseguiu ontem encontrar gua perfurar poo caic nordeste
724,Parabéns aos brasileiros ilegais dos EUA onde a votação em Bolsonaro superou 70%: agora vocês serão denunciados pelo próprio consulado brasileiro para deportação mais rápida,1,parabns brasileiros ilegais eua onde votao bolsonaro superou agora vocs sero denunciados prprio consulado brasileiro deportao rpida,parabn brasileiro ilegai eua ond votao bolsonaro super agora voc sero denunciado prprio consulado brasileiro deportao rpida,parabns brasileiros ilegais eua onde votao bolsonaro superou agora vocs sero denunciados prprio consulado brasileiro deportao rpida
725,"Bomba atômica prestes a explodir! PF intercepta ligação telefônica entre Aécio e Gilmar Mendes, com confirmação de crimes entre ambos",1,bomba atmica prestes explodir pf intercepta ligao telefnica acio gilmar mendes confirmao crimes ambos,bomba atmica prest explodir pf intercepta ligao telefnica acio gilmar mend confirmao crime ambo,bomba atmica prestes explodir pf intercepta ligao telefnica acio gilmar mendes confirmao crime ambo
732,Agora [Moro] afasta delegado que investigou assassinos de Marielle,1,agora moro afasta delegado investigou assassinos marielle,agora moro afasta delegado investig assassino mariel,agora moro afasta delegado investigou assassinos marielle
736,Flávio Bolsonaro envia projeto que legaliza porte de armas no Brasil,1,flvio bolsonaro envia projeto legaliza porte armas brasil,flvio bolsonaro envia projeto legaliza port arma brasil,flvio bolsonaro envia projeto legaliza porte armas brasil
737,"Ministro Luiz Fux deferiu uma cautelar provisória, a pedido do presidente eleito, para a suspensão do financiamento de anistiados da ditadura",1,ministro luiz fux deferiu cautelar provisria pedido presidente eleito suspenso financiamento anistiados ditadura,ministro luiz fux deferiu cautelar provisria pedido president eleito suspenso financiamento anistiado ditadura,ministro luiz fux deferiu cautelar provisria pedido presidente eleito suspenso financiamento anistiados ditadura
744," graças aos soldados, e não aos sacerdotes, que podemos ter a religião que desejamos.  graças aos soldados, e não aos jornalistas, que temos liberdade de imprensa ....  graças aos soldados, e não aos políticos, que podemos votar",1,graas soldados sacerdotes podemos ter religio desejamos graas soldados jornalistas liberdade imprensa graas soldados polticos podemos votar,graa soldado sacerdot podemo ter religio desejamo graa soldado jornalista liberdad imprensa graa soldado poltico podemo votar,graas soldados sacerdotes podemos ter religio desejamos graas soldados jornalistas liberdade imprensa graas soldados polticos podemos votar
757,E o Messi que ganha 530 milhões por ano e contrata o Mickey da cracolândia falsificado pro aniversário do filho,1,messi ganha milhes ano contrata mickey cracolndia falsificado pro aniversrio filho,messi ganha milh ano contrata mickey cracolndia falsificado pro aniversrio filho,messi ganha milhes ano contrata mickey cracolndia falsificado pro aniversrio filho
758,"Ministra Damares cancela pagamento de 2.000 anistiados, entre eles FHC, Lula, Chico Buarque, Gilberto Gil. A farra acabou! Tchau, queridos!",1,ministra damares cancela pagamento anistiados fhc lula chico buarque gilberto gil farra acabou tchau queridos,ministra damar cancela pagamento anistiado fhc lula chico buarqu gilberto gil farra acab tchau querido,ministra damares cancela pagamento anistiados fhc lula chico buarque gilberto gil farra acabou tchau queridos
764,"Dilma queria uma previdência de 95 anos para homem e 85 para mulher. Reclamem! Essa é para o pessoal que reclama da reforma da Previdência do Bolsonaro, boa mesmo era a da Dilma",1,dilma queria previdncia anos homem mulher reclamem pessoal reclama reforma previdncia bolsonaro boa dilma,dilma queria previdncia ano homem mulher reclamem pessoal reclama reforma previdncia bolsonaro boa dilma,dilma queria previdncia ano homem mulher reclamem pessoal reclama reforma previdncia bolsonaro boa dilma
767,Governo Venezuelano mostrando ao mundo que seus alunos recebem merenda e não precisam da ajuda humanitária,1,governo venezuelano mostrando mundo alunos recebem merenda precisam ajuda humanitria,governo venezuelano mostrando mundo aluno recebem merenda precisam ajuda humanitria,governo venezuelano mostrando mundo alunos recebem merenda precisam ajuda humanitria
782,Urgente. OAB ameaça expulsar que advogar de graça para familiares de Brumadinho,1,urgente oab ameaa expulsar advogar graa familiares brumadinho,urgent oab ameaa expulsar advogar graa familiar brumadinho,urgente oab ameaa expulsar advogar graa familiares brumadinho
798,"Não é 'O Grito', de Munch.  o grito e a dor do Brasil [pelo rompimento de barragens] imagem",1,grito munch grito dor brasil rompimento barragens imagem,grito munch grito dor brasil rompimento barragen imagem,grito munch grito dor brasil rompimento barragens imagem
805,Policial é estuprada por oito menores e morta com 32 facadas na zona norte do Rio de Janeiro,1,policial estuprada oito menores morta facadas zona norte rio janeiro,polici estuprada oito menor morta facada zona nort rio janeiro,policial estuprada oito menores morta facadas zona norte rio janeiro
807,"Veja o resultado de uma batida policial, na casa das lideranças do acampamento do inocente MST, no município de Descalvado-SP",1,veja resultado batida policial casa lideranas acampamento inocente mst municpio descalvadosp,veja resultado batida polici casa liderana acampamento inocent mst municpio descalvadosp,veja resultado batida policial casa lideranas acampamento inocente mst municpio descalvadosp
816,"O primeiro passo é parar todo o consumo de açúcar, sem açúcar em seu corpo, as células cancerígenas morrem naturalmente",1,primeiro passo parar todo consumo acar acar corpo clulas cancergenas morrem naturalmente,primeiro passo parar todo consumo acar acar corpo clula cancergena morrem naturalment,primeiro passo parar todo consumo acar acar corpo clulas cancergenas morrem naturalmente
819,"Imprensa internacional desmascara Lula e divulga poupança de U$ 108 milhões em Luxemburgo, caiu a casa de vez",1,imprensa internacional desmascara lula divulga poupana u milhes luxemburgo caiu casa vez,imprensa internacion desmascara lula divulga poupana u milh luxemburgo caiu casa vez,imprensa internacional desmascara lula divulga poupana u milhes luxemburgo caiu casa vez
820,"Afrontando Bolsonaro e Sérgio Moro, o governador da Bahia Rui Costa PT se declara novo Presidente da República do Nordeste do Brasil, e articula união de um Nordeste Vermelho contra o crime'",1,afrontando bolsonaro srgio moro governador bahia rui costa pt declara novo presidente repblica nordeste brasil articula unio nordeste vermelho contra crime,afrontando bolsonaro srgio moro governador bahia rui costa pt declara novo president repblica nordest brasil articula unio nordest vermelho contra crime,afrontando bolsonaro srgio moro governador bahia rui costa pt declara novo presidente repblica nordeste brasil articula unio nordeste vermelho contra crime
821,"Governo de Bolsonaro, em 7 dias de governo, tira meio milhão de pessoas da pobreza. Medo da auditoria causa debandada de beneficiários do Bolsa Família",1,governo bolsonaro dias governo tira meio milho pessoas pobreza medo auditoria causa debandada beneficirios bolsa famlia,governo bolsonaro dia governo tira meio milho pessoa pobreza medo auditoria causa debandada beneficirio bolsa famlia,governo bolsonaro dia governo tira meio milho pessoas pobreza medo auditorium causa debandada beneficirios bolsa famlia
822,Avião do filho do Lula ... [de] US$ 50 milhões. Pago com o dinheiro do povo brasileiro,1,avio filho lula us milhes pago dinheiro povo brasileiro,avio filho lula us milh pago dinheiro povo brasileiro,avio filho lula u milhes pago dinheiro povo brasileiro
823,"A riqueza do Lulinha. Sócio majoritário dos frigoríficos JBS, sócio majoritário da Oi",1,riqueza lulinha scio majoritrio frigorficos jbs scio majoritrio oi,riqueza lulinha scio majoritrio frigorfico jb scio majoritrio oi,riqueza lulinha scio majoritrio frigorficos jbs scio majoritrio oi
824,Polícia Federal descobre que Bolsonaro tem R$ 200 milhões em conta na Suíça,1,polcia federal descobre bolsonaro r milhes conta,polcia feder descobr bolsonaro r milh conta,polcia federal descobre bolsonaro r milhes conta
826,Bolsonaro autoriza execução da dívida da Globo de R$ 358 milhões de impostos sonegados,1,bolsonaro autoriza execuo dvida globo r milhes impostos sonegados,bolsonaro autoriza execuo dvida globo r milh imposto sonegado,bolsonaro autoriza execuo dvida globo r milhes impostos sonegados
827,Presidente Jair Bolsonaro acaba de assinar decreto pelo fim do carnaval e parada gay no Brasil,1,presidente jair bolsonaro acaba assinar decreto fim carnaval parada gay brasil,president jair bolsonaro acaba assinar decreto fim carnav parada gay brasil,presidente jair bolsonaro acaba assinar decreto fim carnaval parada gay brasil
828,"Urgente! Ministro Paulo Guedes acaba de anunciar o fim do bolsa bandido, o auxílio-reclusão",1,urgente ministro paulo guedes acaba anunciar fim bolsa bandido auxliorecluso,urgent ministro paulo gued acaba anunciar fim bolsa bandido auxliorecluso,urgente ministro paulo guedes acaba anunciar fim bolsa bandido auxliorecluso
831,O presidente eleito [Bolsonaro] e seu filho [Eduardo] votaram conta a Lei Brasileira de Inclusão LBI,1,presidente eleito bolsonaro filho eduardo votaram conta lei brasileira incluso lbi,president eleito bolsonaro filho eduardo votaram conta lei brasileira incluso lbi,presidente eleito bolsonaro filho eduardo votaram conta lei brasileira incluso lbi
837,Mayra Dias grita 'Lula Livre' durante Miss Universo e é desclassificada,1,mayra dias grita lula livre durante miss universo desclassificada,mayra dia grita lula livr durant miss universo desclassificada,mayra dia grita lula livre durante miss universo desclassificada
838,"Uma mulher francesa, branca, certa e, provavelmente, também cristã sendo covarde e, brutalmente, espancada... imagem",1,mulher francesa branca certa provavelmente tambm crist sendo covarde brutalmente espancada imagem,mulher francesa branca certa provavelment tambm crist sendo covard brutalment espancada imagem,mulher francesa branca certa provavelmente tambm crist sendo covarde brutalmente espancada imagem
840,O filme 'Corpus Christi' do diretor safado chamado deputado Jean Wyllys ... está para ser exibido nos cinemas. Com patrocínio da Lei Rouanet. Este filme mostra Jesus e seus discípulos como gays,1,filme corpus christi diretor safado chamado deputado jean wyllys est exibido cinemas patrocnio lei rouanet filme mostra jesus discpulos gays,film corpu christi diretor safado chamado deputado jean wylli est exibido cinema patrocnio lei rouanet film mostra jesu discpulo gay,filme corpus christi diretor safado chamado deputado jean wyllys est exibido cinema patrocnio lei rouanet filme mostra jesus discpulos gay
842,Advogado de Lula vira réu por embolsar R$ 68 milhões da Fecomércio,1,advogado lula vira ru embolsar r milhes fecomrcio,advogado lula vira ru embolsar r milh fecomrcio,advogado lula vira ru embolsar r milhes fecomrcio
849,"O príncipe saudí Kahtani, 51 anos, com sua esposa Nawaf de 6 anos de idade. Arábia preside comissão de direitos humanos da ONU!",1,prncipe saud kahtani anos esposa nawaf anos idade arbia preside comisso direitos humanos onu,prncipe saud kahtani ano esposa nawaf ano idad arbia presid comisso direito humano onu,prncipe saud kahtani ano esposa nawaf ano idade arbia preside comisso direitos humanos onu
855,China sugere ao Brasil a Lei que dá pena de morte para os políticos corruptos,1,china sugere brasil lei d pena morte polticos corruptos,china suger brasil lei d pena mort poltico corrupto,china sugere brasil lei d pena morte polticos corruptos
856,Vão ser demitidos 180 petistas [do Coaf],1,vo demitidos petistas coaf,vo demitido petista coaf,vo demitidos petistas coaf
860,Pessoas idosas acima de 60 anos não pagam estacionamento nos shoppings,1,pessoas idosas acima anos pagam estacionamento shoppings,pessoa idosa acima ano pagam estacionamento shop,pessoas idosas acima ano pagam estacionamento shopping
868,A mãe disfarçando com as crianças até conseguir roubar a bolsa da mulher em um shopping no Rio de Janeiro vídeo,1,disfarando crianas at conseguir roubar bolsa mulher shopping rio janeiro vdeo,disfarando criana at conseguir roubar bolsa mulher shop rio janeiro vdeo,disfarando crianas at conseguir roubar bolsa mulher shopping rio janeiro vdeo
871,"Por favor, passar para muitos grupos, fazer chegar a todas as companhias aéreas, e as autoridades dos aeroportos poderem vir a saber o que seus funcionários fazem. Essa aeronave é da Gol Linhas Aéreas vídeo",1,favor passar muitos grupos fazer chegar todas companhias areas autoridades aeroportos poderem vir saber funcionrios fazem aeronave gol linhas areas vdeo,favor passar muito grupo fazer chegar toda companhia area autoridad aeroporto poderem vir saber funcionrio fazem aeronav gol linha area vdeo,favor passar muitos grupos fazer chegar toda companhias area autoridades aeroportos poderem vir saber funcionrios fazem aeronave gol linhas area vdeo
873,"A Comissão de Direitos Humanos de Minas Gerais ... conseguiu autorizar a prisão do estudante de 21 anos que reagiu a um assalto com arma de brinquedo e espancou o bandido. ... De acordo com a presidente da Comissão, Gizelle Rosário Leitte, o jovem agiu com demasiada força e não deu chances de defesa ao assaltante",1,comisso direitos humanos minas gerais conseguiu autorizar priso estudante anos reagiu assalto arma brinquedo espancou bandido acordo presidente comisso gizelle rosrio leitte jovem agiu demasiada deu chances defesa assaltante,comisso direito humano mina gerai conseguiu autorizar priso estudant ano reagiu assalto arma brinquedo espanc bandido acordo president comisso gizel rosrio leitt jovem agiu demasiada deu chanc defesa assaltant,comisso direitos humanos mina gerais conseguiu autorizar priso estudante ano reagiu assalto arma brinquedo espancou bandido acordo presidente comisso gizelle rosrio leitte jovem agiu demasiada deu chance defesa assaltante
874,"Você sabia que 2% de toda arrecadação do veículo do Mercosul será destinado para a Entidade Internacional do Mercosul, a RENAC, você sabe o que é a RENAC ... RENAC é Reconstrucción Nacional de Cuba",1,voc sabia toda arrecadao veculo mercosul destinado entidade internacional mercosul renac voc sabe renac renac reconstruccin nacional cuba,voc sabia toda arrecadao veculo mercosul destinado entidad internacion mercosul renac voc sabe renac renac reconstruccin nacion cuba,voc sabia toda arrecadao veculo mercosul destinado entidade internacional mercosul renac voc sabe renac renac reconstruccin nacional cuba
875,"Segundo o embaixador da China no Brasil, Li Jinzhang, quem invadiu área de pesca Chinesa foi o barco brasileiro Oceano Pesca I",1,segundo embaixador china brasil li jinzhang invadiu rea pesca chinesa barco brasileiro oceano pesca i,segundo embaixador china brasil li jinzhang invadiu rea pesca chinesa barco brasileiro oceano pesca i,segundo embaixador china brasil li jinzhang invadiu rea pesca chinesa barco brasileiro oceano pesca i
876,No Governo Dilma foi assinado um tratado onde o Brasil cedeu por 25 anos parte da costa brasileira para pesca chinesa,1,governo dilma assinado tratado onde brasil cedeu anos parte costa brasileira pesca chinesa,governo dilma assinado tratado ond brasil cedeu ano part costa brasileira pesca chinesa,governo dilma assinado tratado onde brasil cedeu ano parte costa brasileira pesca chinesa
880,"Quem quiser dar aula, que faça isso por gosto e não por salário. Se quiser ganhar melhor, peça demissão e vá para o ensino privado imagem",1,quiser dar aula faa gosto salrio quiser ganhar melhor pea demisso v ensino privado imagem,quiser dar aula faa gosto salrio quiser ganhar melhor pea demisso v ensino privado imagem,quiser dar aula faa gosto salrio quiser ganhar melhor pea demisso v ensino privado imagem
885,"O Moro é professor na UFPR, não vai trabalhar e recebe salário. ... O guerreiro contra a corrupção recebe sem trabalhar imagem",1,moro professor ufpr vai trabalhar recebe salrio guerreiro contra corrupo recebe trabalhar imagem,moro professor ufpr vai trabalhar receb salrio guerreiro contra corrupo receb trabalhar imagem,moro professor ufpr vai trabalhar recebe salrio guerreiro contra corrupo recebe trabalhar imagem
888,Só lembrando que Bozo se aposentou aos 33 usando atestado de insanidade mental no Exército,1,s lembrando bozo aposentou usando atestado insanidade mental exrcito,s lembrando bozo aposent usando atestado insanidad mental exrcito,s lembrando bozo aposentou usando atestado insanidade mental exrcito
892,Todos os senadores do PT votaram a favor do aumento para os ministros do STF,1,todos senadores pt votaram favor aumento ministros stf,todo senador pt votaram favor aumento ministro stf,todos senadores pt votaram favor aumento ministros stf
928,"... E agora [Sergio Moro] aceita ser ministro, junto com ele [Fraga], no governo do Bozo sic imagem",1,agora sergio moro aceita ministro junto fraga governo bozo sic imagem,agora sergio moro aceita ministro junto fraga governo bozo sic imagem,agora sergio moro aceita ministro junto fraga governo bozo sic imagem
952,Basta colocar o número 1 na urna e ela escolhe o candidato pra você vídeo,1,basta colocar nmero urna escolhe candidato pra voc vdeo,basta colocar nmero urna escolh candidato pra voc vdeo,basta colocar nmero urna escolhe candidato pra voc vdeo
954,Movimento nordestinos voltem para casa. O Rio não é lugar para jegue! imagem,1,movimento nordestinos voltem casa rio lugar jegue imagem,movimento nordestino voltem casa rio lugar jegu imagem,movimento nordestinos voltem casa rio lugar jegue imagem
955,"Acabou de dar na Record, PF prende uma van com 152 urnas eletrônicas, dessas 121 estavam preenchidas com voto para o Haddad com pelo menos 72% dos votos",1,acabou dar record pf prende van urnas eletrnicas dessas preenchidas voto haddad menos votos,acab dar record pf prend van urna eletrnica dessa preenchida voto haddad meno voto,acabou dar record pf prende van urnas eletrnicas dessas preenchidas voto haddad menos votos
956,O cristianismo vai desaparecer. Vai diminuir e encolher. ... Nós somos mais populares do que Jesus neste momento,1,cristianismo vai desaparecer vai diminuir encolher ns populares jesus neste momento,cristianismo vai desaparec vai diminuir encolh ns popular jesu nest momento,cristianismo vai desaparecer vai diminuir encolher n populares jesus neste momento
964,Olha Copacabana como está agora!!! Manifestação *#Elesim* vídeo,1,olha copacabana est agora manifestao elesim vdeo,olha copacabana est agora manifestao elesim vdeo,olha copacabana est agora manifestao elesim vdeo
969,[A jornalista Marina Dias] é filha do secretário nacional de comunicação do PT,1,jornalista marina dias filha secretrio nacional comunicao pt,jornalista marina dia filha secretrio nacion comunicao pt,jornalista marina dia filha secretrio nacional comunicao pt
972,TSE entregou códigos de segurança das urnas eletrônicas para a Venezuela e negou acesso para auditores brasileiros,1,tse entregou cdigos segurana urnas eletrnicas venezuela negou acesso auditores brasileiros,tse entreg cdigo segurana urna eletrnica venezuela negou acesso auditor brasileiro,tse entregou cdigos segurana urnas eletrnicas venezuela negou acesso auditores brasileiros
974,Por coincidência [Guiné Equatorial] é o país que o Lula perdoou uma dívida bilionária e teve várias obras bilionárias feitas com dinheiro do BNDES,1,coincidncia guin equatorial pas lula perdoou dvida bilionria vrias obras bilionrias feitas dinheiro bndes,coincidncia guin equatori pa lula perdoou dvida bilionria vria obra bilionria feita dinheiro bnde,coincidncia guin equatorial pa lula perdoou dvida bilionria vrias obras bilionrias feitas dinheiro bndes
976,Paraná Pesquisas registrado no TSE: Bolsonaro vence em todos os estados imagem,1,paran pesquisas registrado tse bolsonaro vence todos estados imagem,paran pesquisa registrado tse bolsonaro venc todo estado imagem,paran pesquisas registrado tse bolsonaro vence todos estados imagem
977,Ato em Campinas em prol da saúde do presidente Jair Messias Bolsonaro vídeo,1,ato campinas prol sade presidente jair messias bolsonaro vdeo,ato campina prol sade president jair messia bolsonaro vdeo,ato campinas prol sade presidente jair messias bolsonaro vdeo
978,Jovem se esfaqueia para provar que facada de Bolsonaro foi falsa e acaba morrendo,1,jovem esfaqueia provar facada bolsonaro falsa acaba morrendo,jovem esfaqueia provar facada bolsonaro falsa acaba morrendo,jovem esfaqueia provar facada bolsonaro falsa acaba morrendo
979,Os venezuelanos invadindo os condomínios em busca de comida. O socialismo instalou o caos na Venezuela! E a imprensa brasileira esconde isso vídeo,1,venezuelanos invadindo condomnios busca comida socialismo instalou caos venezuela imprensa brasileira esconde vdeo,venezuelano invadindo condomnio busca comida socialismo instal cao venezuela imprensa brasileira escond vdeo,venezuelanos invadindo condomnios busca comida socialismo instalou caos venezuela imprensa brasileira esconde vdeo
983,"Quem quer dar aula faz isso por gosto, e não pelo salário. Se quer ganhar melhor, pede demissão e vai para o ensino privado. Geraldo Alckmin imagem",1,quer dar aula faz gosto salrio quer ganhar melhor pede demisso vai ensino privado geraldo alckmin imagem,quer dar aula faz gosto salrio quer ganhar melhor pede demisso vai ensino privado geraldo alckmin imagem,quer dar aula faz gosto salrio quer ganhar melhor pede demisso vai ensino privado geraldo alckmin imagem
985,Deputados do Rio de Janeiro aprovam Bolsa Preso e vale transporte para parente de detento,1,deputados rio janeiro aprovam bolsa preso vale transporte parente detento,deputado rio janeiro aprovam bolsa preso vale transport parent detento,deputados rio janeiro aprovam bolsa preso vale transporte parente detento
993,"PF conclui inquérito sobre triplex de Guarujá, inocenta Lula e indicia a dona",1,pf conclui inqurito sobre triplex guaruj inocenta lula indicia dona,pf conclui inqurito sobr triplex guaruj inocenta lula indicia dona,pf conclui inqurito sobre triplex guaruj inocenta lula indicia dona
994,"Se Bolsonaro ganhar em 2018, eu declaro toda a minha carreira encerrada no Brasil. Não tenho como viver no mesmo país que esse homem",1,bolsonaro ganhar declaro toda carreira encerrada brasil viver pas homem,bolsonaro ganhar declaro toda carreira encerrada brasil viver pa homem,bolsonaro ganhar declaro toda carreira encerrada brasil viver pa homem
1002,"Popularidade de Lula bate recorde e chega a 95%, diz Ibope",1,popularidade lula bate recorde chega diz ibope,popularidad lula bate record chega diz ibop,popularidade lula bate recorde chega diz ibope
1007,Lulu Santos em carta aberta sobre o Brasil: não podemos admitir,1,lulu santos carta aberta sobre brasil podemos admitir,lulu santo carta aberta sobr brasil podemo admitir,lulu santos carta aberta sobre brasil podemos admitir
1009,Morre idosa que foi presa por não pagar pensão do neto e sofreu estupro na cadeia,1,morre idosa presa pagar penso neto sofreu estupro cadeia,morr idosa presa pagar penso neto sofreu estupro cadeia,morre idosa presa pagar penso neto sofreu estupro cadeia
1012,Dona de empresa de Curitiba que deu notas fiscais de reforma falsa no triplex é filiada ao PSDB,1,dona empresa curitiba deu notas fiscais reforma falsa triplex filiada psdb,dona empresa curitiba deu nota fiscai reforma falsa triplex filiada psdb,dona empresa curitiba deu notas fiscais reforma falsa triplex filiada psdb
1013,Trump avisa: posso intervir militarmente no Brasil para acabar com a corrupção,1,trump avisa posso intervir militarmente brasil acabar corrupo,trump avisa posso intervir militarment brasil acabar corrupo,trump avisa posso intervir militarmente brasil acabar corrupo
1019,Vila na Itália oferece 2 mil euros para quem quiser se mudar para lá,1,vila itlia oferece mil euros quiser mudar l,vila itlia oferec mil euro quiser mudar l,vila itlia oferece mil euro quiser mudar l
1020,INSS determina indenização de R$ 750 mil à família de ladrão morto por uma mãe PM,1,inss determina indenizao r mil famlia ladro morto pm,inss determina indenizao r mil famlia ladro morto pm,ins determina indenizao r mil famlia ladro morto pm
