Unnamed: 0,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
1197,O Antagonista,['Bolsonaro'],bolsonar quer ‘ dossi ’ sobr relaçã wizard dor,Bolsonaro wanted 'dossier' on Wizard's relationship with Doria,0.1000000014901161,-0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-06-09 17:31:56.289000+00:00,2020-06-09 18:32:13.165000+00:00,3616876.0
1198,UOL,['Bolsonaro'],anális record desaprov cont cheg bolsonar,"Analysis: With record disapproval, the account arrived in Bolsonaro",0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,False,2020-05-03 06:31:36.302000+00:00,2020-05-03 12:31:20.940000+00:00,21584638.0
1199,UOL,['Bolsonaro'],gued defend bolsonar diz deix prioriz reform,Guedes defends Bolsonaro and says he will not stop prioritizing reforms,-0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-04-29 22:31:21.554000+00:00,2020-04-30 02:03:38.445000+00:00,12736891.0
1200,UOL,['Moro'],valent mor comadr cois manj,Moro's bravery with her comadre is a tricky thing,0.1000000014901161,0.2000000029802322,0.1000000014901161,0.2000000029802322,False,2020-05-10 16:02:53.668000+00:00,2020-05-11 14:31:32.949000+00:00,80919281.0
1201,O Antagonista,['Bolsonaro'],66 paulistan reprov bolsonar covid19,66% of Paulistanos disapprove Bolsonaro in Covid-19,0.2000000029802322,-0.5,0.2000000029802322,0.5,False,2020-06-09 14:31:34.919000+00:00,2020-06-09 17:32:01.544000+00:00,10826625.0
1202,G1,['Bolsonaro'],bolsonar forc saíd teich tent acab isol junh,Bolsonaro forces Teich's exit to try to end isolation in June,-0.1000000014901161,-0.5,0.1000000014901161,0.5,False,2020-05-15 18:02:37.520000+00:00,2020-05-15 19:03:19.309000+00:00,3641789.0
1203,Folha de SP,['Bolsonaro'],reuniã bolsonar exchef pf rio coloc agend oficial,Bolsonaro meeting with former head of THE PF in Rio was not placed on the official agenda,-0.3000000119209289,-0.6000000238418579,0.3000000119209289,0.6000000238418579,False,2020-05-15 08:02:09.804000+00:00,2020-05-15 13:31:48.870000+00:00,19779066.0
1204,Folha de SP,"['Bolsonaro', 'Moro']",nov mensagens bolsonar mor reforc versã interferent pf,New messages from Bolsonaro to Moro reinforce version of interference in PF,0.1000000014901161,-0.2000000029802322,0.1000000014901161,0.2000000029802322,False,2020-05-24 00:03:58.767000+00:00,2020-05-24 16:03:30.928000+00:00,57572161.0
1205,G1,['Doria'],cot mec fed descart ter tid ligaçã dor,"Quoted to mec, Feder was ruled out for having had connection with Doria",-0.3000000119209289,-0.6000000238418579,0.3000000119209289,0.6000000238418579,False,2020-06-25 19:32:46.908000+00:00,2020-06-26 13:31:27.957000+00:00,64721049.0
1206,UOL,['Lula'],lul descart parc marin cir eleiçõ,Lula discards partnerships with Marina and Ciro in the elections,0.0,0.0,0.0,0.0,False,2020-05-22 00:04:54.461000+00:00,2020-05-22 13:32:09.633000+00:00,48435172.0
1207,G1,['Weintraub'],parlament cobr explic govern sobr viag weintraub,Parliamentarians charge government explanation on Weintraub trip,-0.2000000029802322,-0.5,0.2000000029802322,0.5,False,2020-06-21 01:31:27.993000+00:00,2020-06-21 02:03:35.125000+00:00,1927132.0
1208,R7,['Bolsonaro'],mora ped vist adi julgament chap bolsonar,Moraes asks for view and postpones trial of bolsonaro plate,0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-06-10 08:02:18.123000+00:00,2020-06-10 13:02:49.553000+00:00,18031430.0
1209,Folha de SP,['Bolsonaro'],president jair bolsonar ment,President Jair Bolsonaro lies,0.1000000014901161,-0.699999988079071,0.1000000014901161,0.699999988079071,False,2020-05-23 17:31:47.389000+00:00,2020-05-24 05:33:27.799000+00:00,43300410.0
1210,UOL,['Bolsonaro'],bolsonar usa dad conclus oms defend flexibiliz,Bolsonaro uses who's inconclusive data to defend flexibilization,-0.2000000029802322,-0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-06-09 14:31:33.067000+00:00,2020-06-09 17:32:02.344000+00:00,10829277.0
1211,O Antagonista,['Bolsonaro'],cels mell analis ped pf ouv bolsonar,Celso de Mello analyzes pf's request to listen bolsonaro,0.0,0.0,0.0,0.0,False,2020-06-23 21:05:08.533000+00:00,2020-06-23 23:31:34.661000+00:00,8786128.0
1212,R7,['Bolsonaro'],bolsonar autoriz envi forc armad combat queim amazôn,Bolsonaro authorizes sending the Armed Forces to combat fires in the Amazon,0.2000000029802322,-0.5,0.2000000029802322,0.5,False,2020-05-07 15:02:33.350000+00:00,2020-05-07 17:01:16.267000+00:00,7122917.0
1213,G1,['Bolsonaro'],robert jefferson don havan ali bolsonar alvos oper pf contr fak news,"Roberto Jefferson, owner of Havan and bolsonaro allies are targets of PF operation against fake news",-0.4000000059604645,-0.6000000238418579,0.4000000059604645,0.6000000238418579,False,2020-05-27 11:31:30.605000+00:00,2020-05-27 17:03:19.860000+00:00,19909255.0
1214,Folha de SP,['Bolsonaro'],após cem dias três ministr saúd bolsonar inaugur 1º hospital campanh,"After 100 days and three ministers of health, Bolsonaro inaugurates its 1st field hospital",0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-05 17:32:14.578000+00:00,2020-06-05 22:31:59.233000+00:00,17984655.0
1215,O Antagonista,['Bolsonaro'],govern recus convit bolsonar inaugur obra cear,Governors refuse bolsonaro invitation to inaugurate work in Ceará,0.3000000119209289,-0.6000000238418579,0.3000000119209289,0.6000000238418579,False,2020-06-26 15:32:26.850000+00:00,2020-06-26 18:03:55.379000+00:00,9088529.0
1216,UOL,['Bolsonaro'],govern bolsonar anunc adiament enem 2020 30 60 dias,Bolsonaro Government announces postponement of Enem 2020 for 30 to 60 days,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-20 21:32:53.629000+00:00,2020-05-20 23:32:10.069000+00:00,7156440.0
1217,UOL,['Bolsonaro'],oyam relatóri test bolsonar diz,Oyama: What bolsonaro test report doesn't say,-0.3000000119209289,-0.6000000238418579,0.3000000119209289,0.6000000238418579,False,2020-05-08 02:01:57.527000+00:00,2020-05-08 09:02:06.748000+00:00,25209221.0
1218,O Antagonista,['Bolsonaro'],carl bolsonar “ dev ating etap final inquérit ”,"Carlos Bolsonaro ""must be reached in the final stage of the survey""",0.2000000029802322,0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-30 09:31:44.030000+00:00,2020-05-30 14:04:31.671000+00:00,16367641.0
1219,UOL,['Bolsonaro'],bolsonar repreend general ram fal imprens apoiador cant cloroquin,Bolsonaro rebukes General Ramos for speaking to the press; supporters sing chloroquine,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-17 17:01:26.609000+00:00,2020-05-17 18:03:00.284000+00:00,3693675.0
1220,UOL,['Bolsonaro'],ministr vazament reforc suspeit bolsonar tem investig,"For ministers, leak reinforces suspicion that Bolsonaro feared investigation",-0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-05-18 18:02:19.615000+00:00,2020-05-18 19:32:21.078000+00:00,5401463.0
1221,G1,['Moro'],mor diz víd confirm depoiment ped divulg íntegr,Moro says video confirms his testimony and asks for full disclosure,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-05-12 23:03:25.437000+00:00,2020-05-12 23:32:03.089000+00:00,1717652.0
1222,UOL,['Moro'],jos nomeaçã comb confirm acus mor,Josiah: Appointment 'combo' confirms Moro's accusations,0.0,0.0,0.0,0.0,False,2020-04-28 22:01:16.957000+00:00,2020-04-28 22:31:33.315000+00:00,1816358.0
1223,UOL,['Bolsonaro'],oposiçã entreg câm ped impeachment bolsonar,Opposition delivers to the House request for impeachment bolsonaro,0.0,-0.5,0.0,0.5,False,2020-05-21 15:04:17.343000+00:00,2020-05-21 22:03:16.623000+00:00,25139280.0
1224,O Antagonista,['Bolsonaro'],sbt tir log tel mud grad pra exib fal bolsonar reuniã ministerial,SBT takes logo of the screen and changes the grid to display bolsonaro speeches at ministerial meeting,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-05-24 23:32:26.446000+00:00,2020-05-25 00:05:45.101000+00:00,1998655.0
1225,O Antagonista,['Bolsonaro'],silvi sant quer exib fal jair bolsonar horári nobr sbt,Silvio Santos wants to display speeches jair bolsonaro in prime time SBT,0.2000000029802322,-0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-05-24 22:32:35.196000+00:00,2020-05-25 09:32:03.558000+00:00,39568362.0
1226,Folha de SP,['Bolsonaro'],convit bolsonar diz secretári pr cot mec,"There was no invitation bolsonaro, says secretary pr quoted to MEC",0.0,-0.5,0.0,0.5,False,2020-06-23 17:02:57.633000+00:00,2020-06-23 21:05:09.345000+00:00,14531712.0
1227,UOL,['Weintraub'],mourã diz desconhec ameac weintraub,Mourão says he doesn't know threatening Weintraub,-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-23 00:31:46.562000+00:00,2020-06-23 01:33:19.831000+00:00,3693269.0
1228,O Antagonista,['Bolsonaro'],‘ reaçã ’ bolsonar recurs agu diz jornal,"Bolsonaro 'reaction' will appeal the AGU, says newspaper",0.1000000014901161,-0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-06-17 19:03:08.929000+00:00,2020-06-17 20:02:01.823000+00:00,3532894.0
1229,Folha de SP,['Weintraub'],govern revog mp dav pod weintraub nom reitor devolv sen,Government revokes MP who gave power to Weintraub to appoint rectors returned by the Senate,-0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-12 19:31:14.586000+00:00,2020-06-12 22:02:46.688000+00:00,9092102.0
1230,UOL,['Bolsonaro'],conf transcriçã coment fal bolsonar reuniã ministerial,Check out the commented transcript of Bolsonaro's speech at the ministerial meeting,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-05-16 09:02:25.062000+00:00,2020-05-16 14:31:33.758000+00:00,19748696.0
1231,G1,['Bolsonaro'],víd reuniã ministerial bolsonar divulg part 11,Video of ministerial meeting with Bolsonaro is released - part 11,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-22 21:32:29.553000+00:00,2020-05-22 22:04:30.406000+00:00,1920853.0
1232,O Antagonista,"['Bolsonaro', 'Mandetta']",bolsonar mandett ‘ potencializ pavor ’ popul sobr covid19,"For Bolsonaro, Mandetta 'enhanced dread' of the population over Covid-19",0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-06-15 21:32:13.743000+00:00,2020-06-16 00:04:06.181000+00:00,9112438.0
1233,O Antagonista,['Bolsonaro'],bolsonar public víd mora defend liberdad individu,Bolsonaro publishes video in which Moraes defends individual freedoms,0.2000000029802322,-0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-30 19:03:50.096000+00:00,2020-05-31 00:32:35.031000+00:00,19724935.0
1234,G1,['Bolsonaro'],mei escolh pf bolsonar receb advog flavi cas queiroz ‘ mer coincident ’,"Amid the choice for PF, Bolsonaro receives Flavio's lawyer in the Queiroz case: 'Mere coincidence'",0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-04-26 23:02:29.305000+00:00,2020-04-29 12:31:15.952000+00:00,221326647.0
1235,UOL,['Teich'],teich recus convit conselheir ministéri saúd aleg coerênc,Teich refuses invitation to adviser in the Ministry of Health and claims 'coherence',0.2000000029802322,-0.800000011920929,0.2000000029802322,0.800000011920929,False,2020-05-23 15:31:53.729000+00:00,2020-05-23 20:03:58.157000+00:00,16324428.0
1236,UOL,['Bolsonaro'],ped flávi bolsonar mpf investig mort covid19 sp,"At the request of Flávio Bolsonaro, MPF investigates deaths by covid-19 in SP",0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-19 11:02:07.809000+00:00,2020-05-19 12:31:12.726000+00:00,5344917.0
1237,G1,['Moro'],andré sad mor quer verific govern edit víd reuniã,ANDRÉIA SADI: Moro wants to check if government edited meeting video,0.1000000014901161,-0.2000000029802322,0.1000000014901161,0.2000000029802322,False,2020-05-11 19:31:46.407000+00:00,2020-05-11 22:31:55.531000+00:00,10809124.0
1238,O Antagonista,['Boulos'],sai boul,"Get out, Boulos",0.2000000029802322,-0.4000000059604645,0.2000000029802322,0.4000000059604645,False,2020-06-25 11:32:33.892000+00:00,2020-06-25 13:32:51.618000+00:00,7217726.0
1239,Folha de SP,['Bolsonaro'],process pod cass mandat bolsonar relator independent,Process that can revoke bolsonaro's mandate has independent rapporteur,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-15 00:06:05.866000+00:00,2020-06-15 12:01:53.073000+00:00,42947207.0
1240,Terça Livre,['Marsili'],doutor ital marsil cot ministéri saúd,Doctor Italo Marsili listed for the Ministry of Health,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-05-18 12:31:49.553000+00:00,2020-05-20 19:32:39.859000+00:00,198050306.0
1241,G1,['Bolsonaro'],dor diz bolsonar interess atend empresári vez preserv vid,Doria says Bolsonaro is interested in meeting entrepreneurs instead of preserving lives,0.0,-0.2000000029802322,0.0,0.2000000029802322,False,2020-05-14 22:31:55.453000+00:00,2020-05-14 23:03:15.566000+00:00,1880113.0
1242,O Antagonista,['Salles'],sall vir alvo açã judicial sobr ‘ apagã ’ dad,Salles becomes target in lawsuit over data 'blackout',0.1000000014901161,-0.699999988079071,0.1000000014901161,0.699999988079071,False,2020-06-27 11:02:22.385000+00:00,2020-06-27 18:05:20.507000+00:00,25378122.0
1243,UOL,"['Bolsonaro', 'Moro']",tal far boa escolh bolsonar cham mor jud,Tales Faria: 'It was not a good choice for Bolsonaro to call Moro Judas',-0.4000000059604645,-0.800000011920929,0.4000000059604645,0.800000011920929,False,2020-05-03 23:31:32.628000+00:00,2020-05-04 09:31:09.573000+00:00,35976945.0
1244,G1,['Bolsonaro'],vald cruz bolsonar faz jog midiát desagr toffol,VALDO CRUZ: Bolsonaro makes media game and dislikes Toffoli,0.4000000059604645,-0.5,0.4000000059604645,0.5,False,2020-05-07 18:01:19.959000+00:00,2020-05-07 20:02:44.538000+00:00,7284579.0
1245,O Antagonista,['Bolsonaro'],víd comet queiroz ating famíl bolsonar,Video: The comet Queiroz hits the Bolsonaro family,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-06-19 10:01:46.432000+00:00,2020-06-19 12:05:09.165000+00:00,7402733.0
1246,Folha de SP,['Freixo'],petr freix zec baleir convers cultur advog democrac,"Petra, Freixo and Zeca Baleiro talk about culture and lawyers, democracy",0.3000000119209289,0.0,0.3000000119209289,0.0,False,2020-06-10 12:03:19.699000+00:00,2020-06-10 22:03:30.563000+00:00,36010864.0
1247,O Antagonista,['Bolsonaro'],bolsonar vet trech projet ampliaçã coronavouch,Bolsonaro vetoes excerpts of the coronavoucher expansion project,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-05-15 14:32:01.520000+00:00,2020-05-15 15:31:31.090000+00:00,3569570.0
1248,UOL,"['Bolsonaro', 'Moro']",apoiador bolsonar faz ato atac mor congress stf,"Bolsonaro supporters make act to attack Moro, Congress and Supreme Court",0.0,-0.5,0.0,0.5,False,2020-05-09 19:03:12.418000+00:00,2020-05-10 03:02:47.073000+00:00,28774655.0
1249,O Antagonista,['Bolsonaro'],víd hom discut profissional saúd df “ prefir bolsonar petist ”,"Video: man argues with health professional in df: ""I'd rather be Bolsonaro than ptista""",0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-06-13 14:31:08.217000+00:00,2020-06-13 20:31:38.543000+00:00,21630326.0
1250,R7,['Bolsonaro'],pf mir robert jefferson don havan apoiador bolsonar,"PF takes aim at Roberto Jefferson, owner of Havan and bolsonaro supporters",-0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-05-27 12:31:21.650000+00:00,2020-05-27 14:31:35.134000+00:00,7213484.0
1251,G1,"['Bolsonaro', 'Moro']",entend acus mor diz bolsonar investig mostr agor,"Understand Moro's accusation, what Bolsonaro says and what the investigation has shown so far",-0.2000000029802322,-0.3000000119209289,0.2000000029802322,0.3000000119209289,False,2020-05-23 10:31:39.894000+00:00,2020-05-23 16:03:01.099000+00:00,19881205.0
1252,UOL,['Bolsonaro'],jos souz maior vê códig barr govern bolsonar,Josias de Souza: Majority already sees barcode in bolsonaro government,0.2000000029802322,-0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-30 21:04:53.596000+00:00,2020-05-30 23:04:48.723000+00:00,7195127.0
1253,Folha de SP,"['Damares', 'Regina Duarte']",ator rond dam deput psl durant gestã regin duart,Actor rondou Damares and deputies of the PSL during the management of Regina Duarte,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-20 07:02:26.196000+00:00,2020-06-20 16:32:53.295000+00:00,34227099.0
1254,G1,['Bolsonaro'],víd fat ocorr antes reuniã desment bolsonar,Video and events that occurred before and after the meeting belie Bolsonaro,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-05-23 11:02:40.931000+00:00,2020-05-23 17:31:49.407000+00:00,23348476.0
1255,UOL,['Weintraub'],bolsonar dã grac deus weintraub eua oposiçã vê fug,Bolsonaristas give 'thanks to God' that Weintraub is in the US; opposition sees escape,0.0,0.0,0.0,0.0,False,2020-06-20 21:32:14.743000+00:00,2020-06-21 09:03:26.626000+00:00,41471883.0
1256,Folha de SP,['Bolsonaro'],oper prend queiroz abre lacun sobr rachadinh flávi bolsonar,Operation that arrested Queiroz opens gaps on 'cracking' Flávio Bolsonaro,0.1000000014901161,-0.4000000059604645,0.1000000014901161,0.4000000059604645,False,2020-06-21 20:03:02.390000+00:00,2020-06-22 00:32:38.990000+00:00,16176600.0
1257,UOL,"['Bolsonaro', 'Mandetta']",bolsonar diz oms irrespons pandem alfinet mandett,Bolsonaro says WHO was irresponsible in the pandemic and pin Mandetta,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-06-09 21:01:45.378000+00:00,2020-06-09 21:32:10.991000+00:00,1825613.0
1258,G1,['Mandetta'],fak fot mostr held barbalh mandett másc cumpriment durant pandem pa,It is #FAKE that photo shows Helder Barbalho and Mandetta without masks greeting each other during the pandemic in pa,-0.699999988079071,-0.800000011920929,0.699999988079071,0.800000011920929,False,2020-05-19 23:01:14.870000+00:00,2020-05-22 19:01:46.494000+00:00,244831624.0
1259,UOL,['Bolsonaro'],bolsonar reafirm auxíli duas parcel diz valor menor,Bolsonaro reaffirms that aid will have two more installments and says that value will be lower,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-05 01:31:33.563000+00:00,2020-06-05 09:03:23.510000+00:00,27109947.0
1260,Folha de SP,['Bolsonaro'],aprov bolsonar seg estável após prisã queiroz,Bolsonaro approval remains stable after queiroz arrest,0.2000000029802322,0.5,0.2000000029802322,0.5,False,2020-06-26 15:32:25.113000+00:00,2020-06-26 23:06:53.096000+00:00,27267983.0
1261,Folha de SP,['Teich'],retir dad inútil enfraquec ministéri saúd diz teich,"Removing data was useless and weakened Ministry of Health, says Teich",-0.5,-0.800000011920929,0.5,0.800000011920929,False,2020-06-26 18:03:52.985000+00:00,2020-06-26 22:32:51.315000+00:00,16138330.0
1262,Terça Livre,['Bolsonaro'],bolsonar analis três nom indic stf,Bolsonaro analyzes three names to indicate to the Supreme Court,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-02 14:32:37.491000+00:00,2020-06-03 20:33:27.021000+00:00,108049530.0
1263,O Antagonista,['Bolsonaro'],not bolsonar sobr jornal glob contenh ímpet primit,That Bolsonaro's note on globo journalists contains the primitive urges,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-06-11 19:02:32.704000+00:00,2020-06-11 21:32:07.993000+00:00,8975289.0
1264,Terça Livre,['Weintraub'],weintraub deslig mec,Weintraub will be disconnected from mec,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-06-17 21:02:41.868000+00:00,2020-06-19 18:02:48.740000+00:00,162006872.0
1265,R7,['Weintraub'],fak news stf form maior mant weintraub inquérit,Fake news: Supreme Court forms majority to keep Weintraub in inquiry,-0.699999988079071,-0.800000011920929,0.699999988079071,0.800000011920929,False,2020-06-16 10:31:26.183000+00:00,2020-06-16 12:04:23.089000+00:00,5576906.0
1266,UOL,['Bolsonaro'],bolsonar arma três embosc si,Bolsonaro arms three ambushes for himself,0.1000000014901161,-0.1000000014901161,0.1000000014901161,0.1000000014901161,False,2020-06-18 13:04:12.373000+00:00,2020-06-19 13:31:53.496000+00:00,88061123.0
1267,G1,['Salles'],boi ricard sall mei ambient,Ricardo Salles' 'buoy' in the environment,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-09 00:32:08.980000+00:00,2020-06-09 04:04:50.642000+00:00,12761662.0
1268,G1,['Bolsonaro'],apoiador bolsonar faz ato frent stf,Bolsonaro supporters make act in front of the Supreme Court,0.2000000029802322,-0.4000000059604645,0.2000000029802322,0.4000000059604645,False,2020-05-31 15:02:58.907000+00:00,2020-05-31 15:31:43.829000+00:00,1724922.0
1269,R7,"['Bolsonaro', 'Moro']",mor ministr espiã diz eduard bolsonar,"'Moro was not a minister, he was a spy,' says Eduardo Bolsonaro",-0.1000000014901161,-0.6000000238418579,0.1000000014901161,0.6000000238418579,False,2020-05-03 15:32:03.728000+00:00,2020-05-03 17:03:06.435000+00:00,5462707.0
1270,O Antagonista,['Moro'],transparent internacional critic aras negoc delaçã contr mor,Transparency International criticizes Aras for negotiating denunciation against Moro,-0.3000000119209289,0.1000000014901161,0.3000000119209289,0.1000000014901161,False,2020-06-04 00:04:24.942000+00:00,2020-06-04 09:32:39.623000+00:00,34094681.0
1271,Folha de SP,['Bolsonaro'],promoçã chef segur reforc dúv sobr bolsonar,Promotion of head of security reinforces doubt about Bolsonaro,0.2000000029802322,-0.5,0.2000000029802322,0.5,False,2020-05-16 07:30:58.400000+00:00,2020-05-16 17:03:24.908000+00:00,34346508.0
1272,G1,['Bolsonaro'],jul duailib especial med pod proteg bolsonar,"JULIA DUAILIBI: For experts, measure can protect Bolsonaro",0.2000000029802322,0.2000000029802322,0.2000000029802322,0.2000000029802322,False,2020-05-14 17:01:22.348000+00:00,2020-05-14 17:31:01.482000+00:00,1779134.0
1273,UOL,['Bolsonaro'],bolsonar diz sac chei wassef fal dem,"Bolsonaro says he is 'full bag' of Wassef, who 'talks too much'",-0.2000000029802322,-0.4000000059604645,0.2000000029802322,0.4000000059604645,False,2020-06-22 13:32:40.730000+00:00,2020-06-22 21:04:26.306000+00:00,27105576.0
1274,G1,['Bolsonaro'],assunt prisã queiroz ameac clã bolsonar,The Subject: how the arrest of Queiroz threatens the Clan Bolsonaro,-0.1000000014901161,-0.5,0.1000000014901161,0.5,False,2020-06-19 20:04:19.281000+00:00,2020-06-19 21:32:05.332000+00:00,5266051.0
1275,G1,['Bolsonaro'],bolsonar diz ministr prudent particip protest,Bolsonaro says minister was not 'prudent' to participate in protest,-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-16 12:04:21.757000+00:00,2020-06-16 13:01:53.974000+00:00,3452217.0
1276,G1,['Bolsonaro'],bolsonar diz supost ataqu hack tentat intimid,Bolsonaro says alleged hacker attack is attempted intimidation,-0.5,-0.6000000238418579,0.5,0.6000000238418579,False,2020-06-02 19:03:46.224000+00:00,2020-06-02 22:31:31.070000+00:00,12464846.0
1277,G1,['Weintraub'],alexandr padilh sobr saíd weintraub país ‘ fug diári oficial ’,Alexandre Padilha on Weintraub's departure from the country: 'It was an escape in the Official Gazette',-0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-06-21 02:03:34.470000+00:00,2020-06-21 09:32:21.063000+00:00,26926593.0
1278,O Antagonista,['Bolsonaro'],órgã negoc bolsonar centrã têm orçament r 86 bilhõ,Agencies negotiated by Bolsonaro with Centrão have a budget of R$ 86 billion,0.3000000119209289,0.0,0.3000000119209289,0.0,False,2020-05-22 13:02:34.848000+00:00,2020-05-22 15:31:48.131000+00:00,8953283.0
1279,UOL,['Bolsonaro'],bolsonar des nom ramag pf após vet stf,Bolsonaro gives up naming Ramagem to PF after veto of the Supreme Court,0.1000000014901161,0.0,0.1000000014901161,0.0,False,2020-04-29 19:02:33.808000+00:00,2020-04-29 20:02:38.275000+00:00,3604467.0
1280,O Antagonista,['Bolsonaro'],bolsonar omit agend encontr deleg chefi pf rio,Bolsonaro omitted agenda meeting with delegate who would head RIO PF,0.2000000029802322,-0.6000000238418579,0.2000000029802322,0.6000000238418579,False,2020-05-20 19:32:37.214000+00:00,2020-05-20 20:31:32.937000+00:00,3535723.0
1281,UOL,['Weintraub'],mora vê indíci 6 crim determin abrah weintraub ouv,Moraes sees evidence of 6 crimes and determines that Abraham Weintraub is heard,0.0,-0.1000000014901161,0.0,0.1000000014901161,False,2020-05-27 02:03:30.776000+00:00,2020-05-27 02:31:30.571000+00:00,1679795.0
1282,O Antagonista,['Moro'],marinh “ após denúnc mor consid necess dar public inform ”,"Marinho: ""After moro's complaints, I considered the need to give publicity to the information""",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-17 20:02:42.379000+00:00,2020-05-18 00:31:31.107000+00:00,16128728.0
1283,Terça Livre,['Bolsonaro'],phd econom apost vitór bolsonar,PhD in Economics bets on bolsonaro victory,0.2000000029802322,0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-06-24 23:03:48.698000+00:00,2020-06-25 22:04:32.531000+00:00,82843833.0
1284,O Antagonista,['Heleno'],jornal têm ‘ fing ’ ouv ofens diz helen,"Journalists have to 'pretend' they don't hear offenses, says Heleno",-0.2000000029802322,-0.699999988079071,0.2000000029802322,0.699999988079071,False,2020-05-28 18:02:58.627000+00:00,2020-05-28 19:32:21.395000+00:00,5362768.0
1285,UOL,['Crivella'],cientist usp estim 507 mil infect rio critic marcel crivell,"USP scientist estimates 507,000 infected in Rio and criticizes Marcelo Crivella",-0.2000000029802322,-0.1000000014901161,0.2000000029802322,0.1000000014901161,False,2020-05-30 14:04:28.080000+00:00,2020-05-30 19:32:04.593000+00:00,19656513.0
1286,O Antagonista,['Moro'],boletim gest contr mor,Bulletin A+: one more gesture against Moro,0.5,0.3000000119209289,0.5,0.3000000119209289,False,2020-06-26 17:03:35.042000+00:00,2020-06-26 19:31:58.753000+00:00,8903711.0
1287,O Antagonista,['Covas'],tim sp entreg protocol cov volt trein,Teams of SP deliver protocol to Covas to return to training,0.2000000029802322,0.0,0.2000000029802322,0.0,False,2020-06-11 19:31:40.199000+00:00,2020-06-11 21:32:08.508000+00:00,7228309.0
1288,UOL,['Heleno'],general helen agradec milit defend atac stf,General Heleno thanks military who defended him and attacked Supreme Court,0.4000000059604645,-0.3000000119209289,0.4000000059604645,0.3000000119209289,False,2020-05-24 20:01:32.046000+00:00,2020-05-24 21:01:49.929000+00:00,3617883.0
1289,R7,['Bolsonaro'],milh particip carreat próbolsonar brasíl,Thousands participate in pro-Bolsonaro motorcade in Brasilia,0.2000000029802322,0.3000000119209289,0.2000000029802322,0.3000000119209289,False,2020-05-03 18:02:24.993000+00:00,2020-05-03 23:01:12.612000+00:00,17927619.0
1290,G1,['Bolsonaro'],fal bolsonar sobr mort coronavírus ger crític repúdi,Bolsonaro's speech on coronavirus deaths generates criticism and repudiation,0.0,-0.3000000119209289,0.0,0.3000000119209289,False,2020-04-29 18:30:55.770000+00:00,2020-04-29 19:02:38.977000+00:00,1903207.0
1291,UOL,['Bolsonaro'],bolsonar araúj confund irrit,Bolsonaro and Araújo 'confuse and irritate',0.3000000119209289,-0.800000011920929,0.3000000119209289,0.800000011920929,False,2020-05-08 13:01:35.304000+00:00,2020-05-09 03:02:56.872000+00:00,50481568.0
