id,clean_text,processed_text
276,"t a jovem artista
p certo dia uma menina chamada elisa estava bebendo água na
cozinha ate que ela reparou potes de tinta coloridas encima do armario
então ela teve uma ideia que tal fazer uma pintura naquela parede
branca do meu quarto ela resolveu pintar varios animais pato cachorro
pato gato peixes 
p a menina achou que o cheiro estava muito forte então reso
lvel ser se a tinta depois de alguns instantes depois de beber água
mas surpriedentimente ela ficou pasma ao ver que sua havia
sumido a menina ficou triste pois ela havia demorado  horas
para fazer mas ela não desistiu do seu sonho de ser uma artista
no outro dia
p então ela teve outra ideia para saber o que estava acontecendo
certo dia ela pegou o resto da tintas guache é pintou um jardim com
muitas flores é um lindo lago em outra parede branca é esperou
até que não aguentou é acabou dormindo no outro dia 
p viu que a pintura havia sumido novamente
ate que no outro dia ela resolveu colocar uma camera escondida
é novamente ela fez uma pintura e foi dormir com seus pais no outrodia
no outro dia retirou a camera e viu o que estava acontecendo
p é que um planeta quente estava pasando é porque as tintas
não eram permanentes facil",t jov artist p cert dia menin cham elis beb águ co ate repar pot tint color enc armari ent ide tal faz pint naquel pared branc quart resolv pint vari animal pat cachorr pat gat peix p menin ach cheir fort ent res lvel tint algum instant beb águ surpriedent fic pasm ver hav sum menin fic trist poi hav demor hor faz desist sonh artist outr dia p ent outr ide sab acontec cert dia peg rest tint guach pint jardim muit fl lind lag outr pared branc esper aguent acab dorm outr dia p viu pint hav sum nov ate outr dia resolv coloc cam escond nov fez pint dorm pal outrod outr dia retir cam viu acontec p planet quent pas porqu tint permanent facil
279,"t a manina que pita
eu encantrei em cima do armario um caxa de teta s
eu quisi pita eu pegei a titas e ai eu fuila pita tinha  é 
lt zatanete oito tita tinta azul vemelo proto amarelo
rosa  roxu larãga    
e eu fiquei muito felise que eu vou para escola de pita 
lt para escola de manhã a manha é o eu primero dia de
de aula eu to muito amciosa para a manhã  
hoje foi o meu primero dia de aula na escola eu fique
lt muito felis eu fiz um amiga o nome de é x ana i o lucas 
hoje é o meu amvesario hojo eu coprito  ano e 
 dade eu a miamãe fesi um feta para min eu cofidi os
meosamigos para a min a feta a miha feta tocames 
lta chaga os covidados amiamiga chegol a min amiga
chago um a tia chago tio a minha avó e âva  
hoje é o meu  dia de aula a mim a sala batelteu pauma
para min eu fiqui muito  que fiz um fesi um
ltfeta para min na escola eu fiquei muito felisi  
a min amiga fuiapara a min casa eu e ela 
fisi um feta do pigema foi muito legal no dia 
fisi um feta do pegema foi muto legal no dia
cequete a miamãe mechemol pama a cala e a miamãe
diseque a miamãe disique a gatvaiviga eu fique muito felese",t manin pit encantr cim armari cax tet s quis pit peg tit ai fuil pit lt zatanet oit tit tint azul vemel prot amarel ros roxu larãg fiq felis vou escol pit lt escol manhã manh primer dia aul to amci manhã hoj primer dia aul escol fiqu lt felil fiz amig nom x ana i luc hoj amvesari hoj coprit ano dad miamã fes fet min cofid meosamig min fet mih fet tocam lta chag covid amiamig chegol min amig chag tia chag tio avó âva hoj dia aul mim sal batelt paum min fiqu fiz fes ltfet min escol fiq felis min amig fuiap min cas fis fet pigem legal dia fis fet pegem mut legal dia cequet miamã mechemol pam cal miamã disequ miamã disiqu gatvaivig fiqu feles
282,"t a menina baguseira
pem uma manha ana foi para a escola foi para a escola com raiva porque sua mãe não deixo
u ela pintar o seu quarto com tinta quando chegou na escola ela  comesou
a gritar berar mas ela foi para aula quando ela chegou em casa mesmo
com raiva por que ela não pode pintar o seu quarto quando sua mãe
deixou ela asistindo
pentão quando sua mãe saiu ela pegou sua tinta escolar e foi para a 
cosinha ela fez uma fraze  mãe eu te amo de mais quando ela terminou de 
escrever a frase ela foi para o banheiro pintou a parede do banheiro de vermelho
e azul sua mãe estava quase chegando em casa ela foi para os eu quarto
cono ela queria pintou seu quanto todo de rosa sua comoda de pisa de 
vermelha quendo sua mãe chegou em casa olhou para a sala via que 
ana não estava na sala foi para a cosinha
p a sim que vio a fraze critou anaaaaa ela foi corendo e sua mãe 
falou o que e so eu não poso sair que você viro esa casa para baixo
ana ficou de castigu e nunca mais ela feis iso",t menin bagus pem manh ana escol escol raiv porqu mãe deix u pint quart tint cheg escol comes grit ber aul cheg cas raiv pod pint quart mãe deix asist pent mãe saiu peg tint escol cos fez fraz mãe amo termin escrev fras banh pint pared banh vermelh azul mãe quas cheg cas quart con quer pint quant tod ros comod pis vermelh quend mãe cheg cas olh sal via ana sal cos p sim vio fraz crit anaaaa cor mãe fal so pos sair vir esa cas baix ana fic castigu nunc feil iso
283,"t a menina brincalhona
p éra uma vez  uma menina que estava brincando
no seu quarto depois ela foi brincar na sala de
casa quando ela estava chegando na sala
ela viu um monte dipotes de tintas no sofa
logo a menina foi pegar atinta para brincar
de si pintar seus brinquedos
p  depois a menina ja éstava toda suja
de tinta ateque seus seus pais ficaram  medo
porque aquela tinta era toxica aquela não era
para criancas aquela tinta era muito perigosa
porisso seus pais imediata mente foram 
dar um banho x menina coberta dé tinta
toxica quando a menina saio do banho ela foi para
seu quarto brincar mas quando ela chegou 
no seu quarto séus brinquedos estavam
todos derétidos porqausa da toxidade que 
que tinha no seus brinquedos mas seus
pais viram isso então compraram brinquedos
novos para sua filha então ela ficou muito
feliz mas aomesmotempo ela aprendeu a licão 
é numca mas mecheo com tinta ",t menin brinc p éra vez menin brinc quart brinc sal cas cheg sal viu mont dipot tint sof log menin peg atint brinc si pint brinqued p menin ja ést tod suj tint atequ pal fic med porqu tint toxic crianc tint perig poriss pal imediat ment dar banh x menin cobert dé tint toxic menin sai banh quart brinc cheg quart séu brinqued tod derét porqaus toxidad brinqued pal vir ent compr brinqued nov filh ent fic feliz aomesmotemp aprend lic numc meche tint
287,"t a menina artista
p eera uma vez uma bequena menina menina estava brinclado
com suas amigas ana sabinha e clara fernanda disse
que ia tomar agúa e jájá voltava ela touma a agúa e volta
as amigas diserão que ião pegar brinqueddo e ja voltava
depois de muito tempo mais ou menos vinte minutos
elas voltarão com varios brinquedos ela foi ajuta e
depois de muito tenpo já era treis e meia as
meninas entrarãom para aumoçar e depois atistirão
uxm fílme e forám dormir no dia seguite elas
tomaram cafe da manha e a tarde a as uma e 
meia forão lançar e coprarão coxinha pastel e
cassoro quente e depois forão ao parque e lá tinha
escorego belançi emtre outros eles brincarão muito
e a noite elas aomuçaram e depois as
meninas foram para casa e fernanda ficou sosinha
ela foi ao quarto e em cima do guarda ropa ela vio
varias tinta e pegou uma cadeira subil e pegoi a
tinta e tinha varia cores vermelho azul rosa
amarelo e laranja na pegol uma bolha e um pincel
comesol a pinta cluando teminou de pinta fernanda
foi pinta o gurda roupa e fez ti amo mmãe e com
um coração e depois pintol a casa toda fim ",t menin artist p eer vez bequen menin menin brincl amig ana sab cl fernand diss ia tom agú jáj volt toum agú volt amig dis ião peg brinquedd ja volt temp menos vint minut volt vari brinqued ajut tenp trel mei menin entrarãom aumoç atist uxm fílm forám dorm dia seguit tom caf manh tard mei for lanç copr cox pastel cassor quent for parqu lá escoreg belanç emtr outr brinc noit aomuç menin cas fernand fic sos quart cim guard rop vio var tint peg cade suvel pego tint var cor vermelh azul ros amarel laranj pegol bolh pincel comesol pint clu temin pint fernand pint gurd roup fez ti amo mmã coraçã pintol cas tod fim
288,"t a menina b agunsera
p a menina bagunsera ela chega da escola ela
pega seus brinquedos brincava e não que riaguarda
de vouta a mãe da menina chamou para lanchar
depois ela durmiu e não quadou os briquedos  no
dia seguite quando a nenina chegou da escola
p a sua mãe brigueol porcaulsa dos briquedos 
quardava os briquedos naprateleira mais tarde não
falou mais com sua mãe a senama toda sua
mãe ficou muito trite
p a menina foi para casa do seu vovô a casa
do seu avô éra na raca sua mãe ficou triste
irezouveu irpara casa do ceu pai vesua filha ela

sidiscupou e vive rão para sanpre",t menin b aguns p menin baguns cheg escol peg brinqued brinc riaguard vout mãe menin cham lanch durm quad briqued dia seguit nenin cheg escol p mãe brigueol porcauls briqued quard briqued napratel tard fal mãe senam tod mãe fic trit p menin cas vovô cas avô éra rac mãe fic trist irezouv irp cas ceu pai vesu filh sidiscup viv rão sanpr
293,"t a menina com timta guace o misterio
ela viu honme oretado as q oras 
eu inha ensedi o cara de fogi
mas eu não cosequi enpedi cara
 cets e secreta cetavo
ele foi de moto dei uma panelada
nele desmanhou ele depois ele
acordou menina perguntou porque
você tinha me oretado cets e cecreta
petavo o honme falou que 
para compra a lã para sua mãe
a menina  você não
tinha me falado 


",t menin timt guac misteri viu honm oret q ora inh ensed car fog cosequ enped car cet secret cetav mot dei panel nel desmanh acord menin pergunt porqu oret cet cecret petav honm fal compr lã mãe menin fal
295,"t a menina da artes
depois que eu vi minhasartes apagada e
minhas roupas no chão eu fiquei
triste porque minhas artes estava
apagada
eu arrumei minhas roupas e fiz
de novo mais eu fiquei pensando quem
apagou minhas pintura quem será que 
fez isso passei muito dias pensando
ai na minha casa tinha camera  então
porque não olhar  ai eu fui olhar  ai
vi uma pessoa entrando no meu qua
to pela janela ai eu vi ele apagando 
e jogando minhas roupas no chão mais
ele tava de capuis e até hoje ñ sei
quem fez isso x",t menin art vi minhasart apag roup chã fiq trist porqu art apag arrum roup fiz nov fiq pens apag pint fez pass dia pens ai cas cam ent porqu olh ai olh ai vi pesso entr qua to janel ai vi apag jog roup chã tav capuil hoj ñ sei fez x
301,"t a menina e a tinta
era uma veia uma menina que em controu cinco pote de tinta e foi pintar a parede do dela
ela fez uma animais e depois quando ela voltou ela vil que o quarto dela estava  bagunçado e as pinturas
estava apagadas e ela foi dizer para os pais x deles que os primos dela bagunsaram o quarto dela e a mãe
dela foi liga para os pais deles os pais deles deram um pisa e eles ficaram tria dias de castigo e
ela foi o  o quarto dela e ela ficou pintando denois porque as tinta não acabol e ela de
zenhou e ela deseva e ela dezenhou mais ela não sabia quem pegol minha tintas ela foi dizer pa
ra a mãe dela para comprar mais tintas e mãe dela foi comprar mais tintas para ela ea mãe com
perou cinco botes de tindas para ela pintar ele voutou a pintar fim",t menin tint vei menin contr cinc pot tint pint pared fez animal volt vil quart bagunç pint apag diz pal x prim baguns quart mãe lig pal pal der pis fic tri dia castig quart fic pint denoil porqu tint acabol zenh desev dezenh sab pegol tint diz pa ra mãe compr tint mãe compr tint ea mãe per cinc bot tind pint vout pint fim
304,"t a menina e a ávore
era uma vez uma menina que
gostsva de uma árvore e on nome
  dela era julia e um dia ela tentou 
subir na árvore  e x sempre quando
ela tentava subir na árvore ela cai
quando ela tentou subir na arvore
ela conseguiu subir nela e ela
ficou muito feliz e sempre
conseguiu a mãe dela ficou muito 
orgulhosa dela e a mãe dela
falou parabens ela falou finalmente
eu conseguiu mãe em da bem você
conseguiu mas quando ela foi tenta 
e ela caiu e quebro a perna a
mãe dela foi pegar ela para
leva para o hospital e o
medico falou ela não esta bem
a mãe falou porque porque
ela quebrou os dois braço e não
vai poder subir mas na árvore
e ela ficou muito triste a mãe
dela também ficou muito triste 
e depois de quarenta dias ela
acordou cedo para ser a primeira
a ser atendida para tira o gesso
e ela tava muito alegre para
tira o gesso para subir na
arvore dela e sempre cuidor
do arvore dela para ficar mas
grade e viveu bem para sempre",t menin ávor vez menin gostsv árvor on nom jul dia tent sub árvor x sempr tent sub árvor cai tent sub arvor consegu sub nel fic feliz sempr consegu mãe fic orgulh mãe fal parab fal final consegu mãe bem consegu tent caiu quebr pern mãe peg lev hospit medic fal bem mãe fal porqu porqu quebr doi braç vai pod sub árvor fic trist mãe fic trist quarent dia acord ced prim atend tir gess tav alegr tir gess sub arvor sempr cuid arvor fic grad viv bem sempr
315,"t a menina e o passarinho
p um conto x x eu nunca tinha visto um canto tão belo
como aquele ele era azul com amarelo logo o outro passarinho
pousou perto de mim ele era da mesma especie que o primeiro passarinho
porem o segundo tinha o canto mais belo que o primeiro eu
me sentia como uma arvore florida e repleta de passaros
com o melhor dos cantos que eu havia ouvido em toda a minha 
vida assim que eles voaram eu fui correndo para casa 
e perguntei para o meu pai se ele já tinha visto aquele 
canto e ele disse que sim e ele disse o tanto que ela belos",t menin pass p cont x x nunc vist cant tão bel azul amarel log outr pass pous pert mim mesm especi prim pass por segund cant bel prim sent arvor flor replet passar melhor cant hav ouv tod vid assim vo corr cas pergunt pai vist cant diss sim diss tant bel
320,"t a menina io animas ias amigas s
era uma vez uma menina x
greativa e estudiosa ela era feliz com
suas artes a amiga dela oi amiga
como vôce ta a minina eu tou bem e voce
e voce ta bem tabem a amiga amiga eu
vi o meu pai levando umas tirntas para
o meu quarto eu acho que ele vai midar
as quelas  timtas vamos para minha
casa para minha casa para nois pintar
a parede do meu quarto mas amiga
eu tenho um cachorro a minina eueueu
tenho medo de cachorro fim",t menin io anim ia amig s vez menin x grea estudi feliz art amig oi amig vôc ta minin tou bem voc voc ta bem tab amig amig vi pai lev uma tirnt quart ach vai mid quel timt vam cas cas noil pint pared quart amig cachorr minin eueu med cachorr fim
322,"t a menina nova
era uma vez uma escola muito legal e divertida mais uma aluna nova chegou na escola
mais ninguén falava com ela ou muito menor brincava ela era muito sozinha mais mal sa
bia que ia ganhar uma melhor amiga ela também era uma nova aluna ela começou
a falar com ela e brincar até que um dia ela liguou para sua amiga falando o seguinte
olá amiga infelizmente não posso ir a escola beijos e se passou  anos e ainda elas
 era amigas elas completaram  anos e tinha um filho ela envelheceram e ainda eram
amigas elas tiveram netinhos e ela depois de   anos os netinhos crecseram e se passaram
 anos e eles crecseram tiveram filhos lindos e assim formou a familia mais chegou 
um dia que elas se foram as pessoas choraram muitos e muito e assim foi a filha dela
também se foram os filhos parabens os familiares falou pois elas eram guerreiras e 
felizes e gradiosas e mais familiares se foram e foi assim por diante as pessoas das 
escotas foram no velorios dos familiares tiveram homenagens aos familiares depois de
 anos eles foram ao cemiterio e logo após eles foram fazer mais homenagens eles passaram
horas lá e depois de  horas eles foram embora",t menin nov vez escol legal divert alun nov cheg escol ninguén fal men brinc so mal sa bia ia ganh melhor amig nov alun começ fal brinc dia ligu amig fal seguint olá amig infeliz poss ir escol beij pass ano aind amig complet ano filh envelhec aind amig net ano net crecs pass ano crecs filh lind assim form famil cheg dia pesso chor muit assim filh filh parab famili fal poi guerr feliz gradi famili assim di pesso escot velori famili homen famili ano cemiteri log após faz homen pass hor lá hor emb
324,"t a menina pintora
eu encontrei auguns potes de tinta tinha varias cores eu achei
muito bom ai eu resolvi pintar as parede em formato de
animais eu achei muito bonito quando eu fui pra escola que
chegei não havia né um desenho eu fui procura a saber quem
foi tinha sido minha mãe eu não fiquei com raiva ai eu
disse minha mãe que eu ia pinta denovo ai ela disse
tá certo ai eu fui lá pinta denovo ficou bonito tabém
ai eu fui para escola denovo quando eu cheguei fui direto
pro quarto quando eu chegei es tava tudo lá eu me
senti muito bem ai eu deside desenha mais e mais até
fica tudo coberto de desenho",t menin pin encontr augum pot tint var cor ach bom ai resolv pint pared format animal ach bonit pra escol cheg hav né desenh proc sab sid mãe fiq raiv ai diss mãe ia pint denov ai diss tá cert ai lá pint denov fic bonit tabém ai escol denov cheg diret pro quart cheg es tav tud lá sent bem ai desid desenh fic tud cobert desenh
330,"t a menina que adorava o vento
p era uma vez uma menina que adorava 
brincar no vento o dia todo que ventava ela ficava o dia
enteiro no quintal mas só que no lugar onde ela morava
quase não ventava a maioria dos dias era ou ensolarado
ou uma leve chuva
p mas por sorte dela começou a ventar ela pegou
a bicicleta e foi correndo para a praça porque lá tem mui
tas árvores então imaginou que teria muitas folhas pa
ra brincar e pular no meio
p e quando chegou lá não estáva normal
porque as árvores estavão sem folhas mas só
que não davia folhas no chão pois o vento já ti
nha levao tudo e triste voutou para casa e
nunca mais foi tão ansiosa pelo vento",t menin ador vent p vez menin ador brinc vent dia tod vent fic dia ent quint lug ond mor quas vent maior dia ensolar lev chuv p sort começ vent peg biciclet corr praç porqu lá mui ta árvor ent imagin muit folh pa ra brinc pul mei p cheg lá estáv norm porqu árvor estav folh dav folh chã poi vent ti nha leva tud trist vout cas nunc tão ansi vent
340,"t a menina que gosta de pintar
era uma vez uma menina que adora pintar uma vez ela pegou
um papel e começou a desenha 
depois ela pegou tinta e começou a pinta
e a menina esperou a tinta cecar e ela quando foi olha se a tinta
tinha cecado e ela pegou uma fita e o papel para colar na parede
e ela achou muito bonito o desenho dela e decidiu a fazer
mais desenho para colar na parede e ela fez um desenho muito
especial para dar para seus pais e um para colar na porta
do quarto dela e os pais dela adoraram o desenho e a
menina contaram para seus pais que queria ser artista e os 
pais disse para sua filha era ela so acreditar no sonho
dela que um dia ela ia realizar e um dia ela ia ser uma
artista profissional e todo mundo ia compra todos os quadros
dela",t menin gost pint vez menin ador pint vez peg papel começ desenh peg tint começ pint menin esper tint cec olh tint cec peg fit papel col pared ach bonit desenh decid faz desenh col pared fez desenh espec dar pal col port quart pal ador desenh menin cont pal quer artist pal diss filh so acredit sonh dia ia realiz dia ia artist profiss tod mund ia compr tod quadr
341,"t a menina que gosta de pintar 
era uma vez uma menina que adora pintar uma vez ela pegou 
um papel e começou a desenha depois ela pegou tinta e começou a pinta 
e a menina esperou a tinta cecar e ela quando foi olha se a tinta
tinha cacado e ela pegou uma fita e o papel para colar na parede 
e ela achou muito bonito o desenho dela e decidiu a fazer 
mais desenho para colar na parede e ela fez um desenho muito 
espesial para dar para seus pais e um para colar na porta 
do quarto dela e os pais dela adoraram o desenho e a 
menina contaram para seus pais que queria ser artistas e os 
pais disse para sua filha era ela so acreditar no sonho 
dela que um dia ela ia realizar e um dia ela ia ser uma 
artista profissional e todo mundo ia compra todos os quadros 
dela",t menin gost pint vez menin ador pint vez peg papel começ desenh peg tint começ pint menin esper tint cec olh tint cac peg fit papel col pared ach bonit desenh decid faz desenh col pared fez desenh espes dar pal col port quart pal ador desenh menin cont pal quer artist pal diss filh so acredit sonh dia ia realiz dia ia artist profiss tod mund ia compr tod quadr
343,"t a menina que gostava de desenhar
p certo dia una menina chanada sofia ela anava pintor desenho que
ela mesmo fazia certo dia ela mandou o pai dela compra uma maleta de
tinta ai no dia seguinte o pai dela foi compra uma maleta de tinta pra
ela ai ele comprou ela ficou muito feliz por que tinha comprado una
maleta de tinta ai ela para casa mostra a mãe ai ela disse manãe  olha
o que papai me deu ai a mãe dela ficou muito feliz ai no outro dia
ela foi provar o novo kite que comprou ela achou muito bonito então
resolvi pintar um dos seus desenhos ai ela disse esse é o meu sonho
de ganha um disse ai ela eu vou desenha um monte de pessoas
ai ela fez o desenho ai ela disse mamãe eu posso ir para a pracinha
ai a mãe dela disse pode ir minha filha ai ela foi e volto logo cedo
para casa ai quando ela chegou x em casa se deparou com seus desenhos
todos bagunçado ai ela achou que o cachorro dela tinha fazido aquilo
mas ai ela foi procura os desenhos dela e ela não achou ai quando a mãe
dela foi no quarto dela e disse o que foi minha filha ai a sofia disse
e por que meu quarto ta todo bagunçado e eu não fiz isso ai x
os meus desenhos tambem sumiu eu não sei o que ta acontecendo ai
que descubri que a tinta era magica ai ela disse então e por isso que os
meus desenhos sumiu mas que tinta x legal amei essa tinta",t menin gost desenh p cert dia una menin chan sof an pin desenh faz cert dia mand pai compr malet tint ai dia seguint pai compr malet tint pra ai compr fic feliz compr una malet tint ai cas mostr mãe ai diss manã olh pap deu ai mãe fic feliz ai outr dia prov nov kit compr ach bonit ent resolv pint desenh ai diss sonh ganh diss ai vou desenh mont pesso ai fez desenh ai diss mamã poss ir prac ai mãe diss pod ir filh ai volt log ced cas ai cheg x cas depar desenh tod bagunç ai ach cachorr faz ai proc desenh ach ai mãe quart diss filh ai sof diss quart ta tod bagunç fiz ai x desenh tamb sum sei ta acontec ai descubr tint magic ai diss ent desenh sum tint x legal ame tint
345,"t a menina que pinta  
era uma vez uma menina que amava pintar ela encontrou 
um pote de tintas e decidiu pintar uma onçama parede 
quando terminou de fazer a pintura foi passear com seus 
irmâos ao voltar do passeo não encontrou a 
sua onça na parede e todas as roupas do guardaroupas
estava no chão então ela resolveu pintar de novo 
com seus amigos ao termina foi  lanchar com seus amigos 
quando voltou novamente a pintura não estava la então 
ela descobria que seu pai estava limpando tudo quando ela 
saia",t menin pint vez menin am pint encontr pot tint decid pint onçam pared termin faz pint pass irmâ volt passe encontr onç pared tod roup guardaroup chã ent resolv pint nov amig termin lanch amig volt nov pint la ent descobr pai limp tud sai
349,"t a menina que que brol a perna e o brasso
eu encontrei em cima do armario alguns potes com
tinta então resolvi pintar na parede do meu quarto
alguns animais tempo depois quando voltei no quarto
não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão e quando eu
fui ver era a minha mãe e ela es tava arrumando
as minhas coisa e eu ajudei ela a arrumar as
minhas coisas para irmos viaja para a casa
da vovo mais a menina se machuco teve que voltar
para casa mais teve que ir no hospital e ela que
brou o brasso e boto gesso ficou  dias com
ela mais depois de  dias ela tirou o gesso ela
foi brincar com os seus amigos ela jogou bola e 
tropesol que brou a perna e no  medico e ficou com gesso
por  dias",t menin brol pern brass encontr cim armari algum pot tint ent resolv pint pared quart algum animal temp volt quart hav nenhum pint roup gavet espalh chã ver mãe es tav arrum cois ajud arrum cois irm viaj cas vov menin machuc volt cas ir hospit brou brass bot gess fic dia dia tir gess brinc amig jog bol tropesol brou pern medic fic gess dia
353,"t a menina quegosta de pintar
lt era uma vez uma menina que gostava de pintar
lt coisas pintar desenhos animais e tambem pintar 
lt desenhava pessoas e tambem pintava bonecas
lt e la desenhou uma boneca e a mãe dela brigou
lt e achou ruim e colocou ela de castigo por um mẽs
lt sem celula ela ficou
lt triste e ficou chorando
lt muito e ficou de
lt desenhando animais bonecas e pintou na parede
lt mãe chata e a mãe dela entro no quarto e viu e bateu nela",t menin quegost pint lt vez menin gost pint lt cois pint desenh animal tamb pint lt desenh pesso tamb pint bonec lt la desenh bonec mãe brig lt ach ruim coloc castig mẽ lt celul fic lt trist fic chor lt fic lt desenh animal bonec pint pared lt mãe chat mãe entr quart viu bat nel
364,"t a paisagen
um dia eu queria sobir o morro e vi uma paisagen é como se eu 
tivesse em um livro era como se tudo aquilo fosse uma hx historia de 
um livro era como se a folha do livro arrancasse e saisse pelo o vento
e era como se a paisagem fosse parte de mim e eu fosse parte dela 
era como se eu e tivessemas uma ligação bem forte x tambem ela
era bem linda eu gostava muito dele ela tinha caichoeiras em rio e 
também os animais que que viviam perto delas eles se alimentavam da 
água dela e as pessoas visitavam ela eles tiravan 
fotos e a paisagen era muito ela era muito maravilhosa ela era querida 
por por todos os animais e visitantes ela era de tirar o folego
ela era especial para mim e para todos que a conheciam",t paisagen dia quer sob morr vi paisagen livr tud hx hist livr folh livr arranc saiss vent pais part mim part tivessem lig bem fort x tamb bem lind gost caicho rio animal viv pert aliment águ pesso visit tiravan fot paisagen maravilh quer tod animal visit tir foleg espec mim tod conhec
369,"t a pintura
eu estava em casa assistindo bob esponja até que minha mãe chegou
em casa e me disse assim  venha ver oque eu comprei  disse a minha
mãe eu fui correndo pra lá eu vi que era várias tintas e um pincel
eu feliz disse  uau  e eu fui correndo pegar meu caderno de desenho abri a tinta
e comecei a juntar fiz um elefante e uma girafa minha mãe chegou no quarto
e gostou do meus dezenhos e eu dezenhei mais um animal ele era um gato
e ela disse assim  que lindo meu filho é um artista  eu feliz disse  muito 
obrigada  eu fui para a casa da minha tia nesse mês e lá estava minha
prima eu fui mostrar a ela mais ela dezenha mais ele ele o meu tio fui correndo 
ele mas ele estava trabalhando eu fiquei triste mais a minha tia eu 
ela e mostrei o desenho ela falou assim  que vou botar no museu",t pint cas assist bob esponj mãe cheg cas diss assim venh ver oqu compr diss mãe corr pra lá vi vár tint pincel feliz diss uau corr peg cadern desenh abr tint comec junt fiz elefant giraf mãe cheg quart gost dezenh dezenh animal gat diss assim lind filh artist feliz diss obrig cas tia ness mê lá prim mostr dezenh tio corr trabalh fiq trist tia mostr desenh fal assim vou bot mus
372,"t a pintura
x quando ela era pequena a mãe dela comprou uma caixinha de tinta
x para ela brincar mas ai a mãe guardou ela pegou econdido e pintou a
parede do quarto dela e foi correndo pega aga para lavar a parede
 voltou tava limpa mas as roupas tava no chão ela
 meu deus que bagunça não tava assim antes s era quem
foi que fez isso vou arrumar tudo então terminou to muito
camada vou ver quantas horas  vou dormir o despertado tocou
 vou levanta e vou toma cafe da manha porque a 
maes volume da na minha casa vou mudar de casa vou ligar
pro moço alo quero compra uma tem como sim como e seu nome
marcos e o seu olivia quantos ta a casa  reais que cor e da colorida
não quero mais vou ficar aqui mesmo ok ligou para a mãe oi
mãe oi filha mãe vem mim ajuda arrrumar a casa a to indo
e elas arrumaram a casa e a mamãe foi embora e a filha
 x entrou no banho x tinta vou limpa tudo
pronto terminei presiso  uma musica la la la
la la toqui toqui chegou algem e o papai oi filha oi pai
sim x papai cade a mamãe ta no trabalho
pensei que ta tava em casa vou embora thau pai thau filha
deixa eu ver quantas horas  da noite vou dormir
 o despertado toco ja e x  vou toma banho
e vou po trabalho essa  historia e fim",t pint x pequen mãe compr caix tint x brinc ai mãe guard peg econd pint pared quart corr peg aga lav pared volt tav limp roup tav chã deu bagunç tav assim ant s fez vou arrum tud ent termin to cam vou ver quant hor vou dorm despert toc vou levant vou tom caf manh porqu mae volum cas vou mud cas vou lig pro moç alo quer compr sim nom marc oliv quant ta cas real cor color quer vou fic aqu ok lig mãe oi mãe oi filh mãe vem mim ajud arrrum cas to ind arrum cas mamã emb filh x entr banh x tint vou limp tud pront termin presis music la la la la la toqu toqu cheg alg pap oi filh oi pai sim x pap cad mamã ta trabalh pens ta tav cas vou emb thau pai thau filh deix ver quant hor noit vou dorm despert toc ja x vou tom banh vou po trabalh hist fim
374,"t a pintura 
encontrei em cima do ármario potes de tintas resolvi pintar a parede
 quarto alguns animais pintei varios animais e fui sair com
o meu irmão
p quanto voltamos não havia nenhuma pintura resolvi pintar denovo
p de manhã tinha sumido novamente começei a ficar assustada
achando que era um mostro
p fiquei a noite toda para ver o que acontecia derrepente ouvi um
açobio e uma luz me enrolei com a coberta quanto vi era a
minha irmã linpando a parete do quarto com a lanterna
na mão
p no dia seguinte eu ela e meu irmão pintamos tudo
de novo",t pint encontr cim ármari pot tint resolv pint pared quart algum animal pint vari animal sair irm p quant volt hav nenhum pint resolv pint denov p manhã sum nov começ fic assust ach mostr p fiq noit tod ver acontec derrep ouv açobi luz enrol cobert quant vi irmã linp paret quart lantern mão p dia seguint irm pint tud nov
378,"t a pintura desaparecida
p um dia mariana encontrou alguns potes de tinta em cima
do seu armário ela resolveu pintar na parede do quarto
alguns animais
p algum tempo quando ela voltou não tinha mais nenhuma
pintura e as roupas da gaveta estavam espalhadas
pelo chão
p mariana ficou curiosa para saber o quê havia
acontecido no seu quarto como seus pais não estavam
ela desceu e parou na casinha do seu cachorro bidu
p bidu estava com uma das roupas na boca e a
casinha estava aberta e tambem tinha pincéis es
palhados pelo chão mas ficava um mistério o que havia
lt acontecido com a pintura
p bidu acidentalmente havia pegado a mangueira
que estava na torneira e apertado o botão que deixou
as pinturas desaparecerm da parede do quarto de ma
riana
lt p mariana pegou as tintas que sobraram e começou
a pintar de novo
 autora sara santos",t pint desaparec p dia mari encontr algum pot tint cim armári resolv pint pared quart algum animal p algum temp volt nenhum pint roup gavet espalh chã p mari fic curi sab quê hav acontec quart pal desc par cas cachorr bidu p bidu roup boc cas abert tamb pincel es palh chã fic mistéri hav lt acontec pint p bidu acident hav peg mangu torn apert bot deix pint desaparecerm pared quart ma rian lt p mari peg tint sobr começ pint nov autor sar sant
