id,doc,chunk_id,dim,embedding_0_8,text_preview
doc6_json_resultados_cache.txt::11::cb8615cd33d04032,doc6_json_resultados_cache.txt,11,1024,"[-0.07631196081638336, 0.021993432193994522, -0.0296835545450449, 0.0010071451542899013, -0.021098734810948372, -0.03133098781108856, 0.015373778529465199, 0.041598834097385406]"," tratado assinado pelo governo Dilma, além de inconsistências na informação sobre a invasão de área de pesca chinesa"" }, ""&#39;Andrade&#39; deixa escapar e confessa que Lula será o verdadeiro presidente em caso de vitória"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Região de Campinas inicia semana com oportunidades de emprego em 3 cidades e inscrição para 158 vagas em concurso público | Concursos e emprego em Campinas e região | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""inclusão de fonte (G1) e detalhes específicos sobre concurso público e vagas"" }, ""PF é acionada para investigar clonagem de cartões de programa da Capes - JBr."": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""tem informação específica sobre um evento ou ação real"" }, ""Por que o preço do petróleo americano caiu abaixo de zero e como isso afeta o mundo | Economia | G1"": { ""label"": ""FAKE"", ""co..."
doc6_json_resultados_cache.txt::12::cb8615cd33d04032,doc6_json_resultados_cache.txt,12,1024,"[-0.06587978452444077, 0.02564142644405365, -0.024730108678340912, -0.02950439602136612, -0.017436189576983452, -0.07020214200019836, 0.008169785141944885, 0.0417325422167778]","que o preço do petróleo americano caiu abaixo de zero e como isso afeta o mundo | Economia | G1"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""SC registra filas de pessoas em busca de seguro-desemprego e auxílio emergencial | Santa Catarina | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""fornece detalhes específicos sobre eventos ou situações reais, como a existência de filas de pessoas em busca de benefícios sociais."" }, ""Vestibular da Unicamp: coronavírus e queixas de estudantes fazem Comvest reduzir lista de livros | Campinas e Região | G1"": { ""label"": ""REAL"", ""confidence"": 0.8, ""reason"": ""menção a instituição (Comvest) e localização geográfica (Campinas)"" }, ""GOVERNADOR Rui Costa PEDE PARA A prefeita de Porto Seguro INVENTAR 200 DOENTES PARA RECEBER VERBA DE BOLSONARO."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta e despropositada"" }, ""Produção comer..."
doc6_json_resultados_cache.txt::13::cb8615cd33d04032,doc6_json_resultados_cache.txt,13,1024,"[0.009033429436385632, -0.0085190050303936, -0.030087599530816078, 0.008606377989053726, -0.048196692019701004, -0.06807923316955566, -0.003991683945059776, 0.057320356369018555]","ECEBER VERBA DE BOLSONARO."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta e despropositada"" }, ""Produção comercial de castanhas na Amazônia ajuda na recuperação de florestas e movimenta economia local | Globo Rural | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""detalhes sobre a produção comercial de castanhas, benefícios para a recuperação das florestas e impacto econômico local são mencionados em notícias recentes e confiáveis"" }, ""Unicamp diz que apoio ao uso da cloroquina contra coronavírus se baseia em 'evidências frágeis' | Campinas e Região | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""cita fonte universitária"" }, ""Enem 2020: Inep registra 1 milhão de inscritos em 8 horas | Enem 2020 | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""número alto e rápida adesão para um exame importante"" }, ""Boas notícias! Vacina contra o vírus Carona pronta. Capaz ..."
doc6_json_resultados_cache.txt::14::cb8615cd33d04032,doc6_json_resultados_cache.txt,14,1024,"[-0.011524906381964684, -0.00538012245669961, -0.0047240061685442924, 0.030528368428349495, -0.012957550585269928, -0.03559631109237671, -0.04560098052024841, 0.03450858220458031]",""": ""número alto e rápida adesão para um exame importante"" }, ""Boas notícias! Vacina contra o vírus Carona pronta. Capaz de curar o paciente dentro de 3 horas após a injeção. Tiremos o chapéu para os cientistas dos EUA. No momento, Trump anunciou que a Roche Medical Company lançará a vacina no próximo domingo e milhões de doses estão prontas!"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Guarda Municipal e Polícia Militar estão multando quem estiver dirigindo sem máscara e quem estiver dentro do carro a multa custa $ 128 reais por pessoas sic. Todos devem usar máscara dentro do carro! Multa vem como dirigir sem uso de itens de segurança .3 pontos na carteira. Isso serve para motos também. Quem puder compartilhar para ajudar, tem muitos que não sabem"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Com revogação de MP, acidente no trajeto até emprego volta a se..."
doc6_json_resultados_cache.txt::15::cb8615cd33d04032,doc6_json_resultados_cache.txt,15,1024,"[-0.05195450782775879, 0.0022686736192554235, 0.005753223318606615, 0.006857062689960003, -0.006993451155722141, -0.04126790165901184, 0.011988895013928413, 0.04944826290011406]","label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Com revogação de MP, acidente no trajeto até emprego volta a ser considerado como de trabalho | Concursos e Emprego | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""mencionamento de uma autoridade (MP) e uma fonte de notícias (G1)"" }, ""Petrobras reduz preço da gasolina em 8% nas refinarias; diesel cai 4% | Economia | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte credível e contexto sobre ação de Petrobras"" }, ""Alunos chineses voltam às aulas com pulseira eletrônica para detectar infecção pelo novo coronavírus | Coronavírus | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""com informações específicas sobre uso de pulseiras eletrônicas em escolas chinesas como meio de controle de infecções"" }, ""Governo edita MP que abre crédito extraordinário de R$ 25,7 bi para pagar Auxílio Emergencial | Economia | G1"": { ..."
doc6_json_resultados_cache.txt::16::cb8615cd33d04032,doc6_json_resultados_cache.txt,16,1024,"[-0.07087784260511398, 0.011069409549236298, 0.0025600441731512547, -0.003893740940839052, -0.03451458737254143, -0.02400672435760498, -0.004081034101545811, 0.03336669132113457]",""" }, ""Governo edita MP que abre crédito extraordinário de R$ 25,7 bi para pagar Auxílio Emergencial | Economia | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte confiável e específica sobre uma edição de MP"" }, ""Nelson Teich está auditando todos os números divulgados pelos Estados sobre o Covid-19.Resultado: 1-Números de SP começaram a cair como mágica. 2-A Globo parou de divulgar os números de óbitos. 3-Estados e Prefeituras avisaram que vão reabrir suas economias"": { ""label"": ""REAL"", ""confidence"": 0.8, ""reason"": ""a menção a um nome público (Nelson Teich) como fonte de informações, a menção a dados específicos (números de óbitos e econômicas) e a referência a instituições (Globo, Estados e Prefeituras)"" }, ""No Governo Dilma foi assinado um tratado onde o Brasil cedeu por 25 anos parte da costa brasileira para pesca chinesa"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""c..."
doc6_json_resultados_cache.txt::17::cb8615cd33d04032,doc6_json_resultados_cache.txt,17,1024,"[-0.055183295160532, -0.008529103361070156, -0.028392860665917397, -0.015951694920659065, -0.013454020023345947, -0.041941579431295395, -0.016048500314354897, 0.049952100962400436]","asil cedeu por 25 anos parte da costa brasileira para pesca chinesa"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Bomba! Delegado revela em livro que Lula cortou o próprio dedo para não ter que trabalhar"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""FUNCIONRIA DO IBOPE E DATA FOLHA DESMASCARA O INSTITUTO E FALA A VERDADE"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Medidas do governo durante a pandemia mudam a vida do trabalhador; veja lista | Economia | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""tem os detalhes necessários sobre medidas do governo e impacto na vida dos trabalhadores"" }, ""Farmácia Universitária produz álcool em gel para serviços de saúde em Juiz de Fora | Zona da Mata | G1"": { ""label"": ""FAKE"", ""confidence"": 0.5, ""reason"": ""falta de evidência"" }, ""Discurso de Barack Obama: graças aos soldados, e não aos sacerdote..."
doc6_json_resultados_cache.txt::18::cb8615cd33d04032,doc6_json_resultados_cache.txt,18,1024,"[-0.03487864509224892, -0.03035309538245201, -0.013684434816241264, 0.03192141279578209, -0.03662726655602455, -0.05875710770487785, -0.0024655561428517103, 0.037208251655101776]","""confidence"": 0.5, ""reason"": ""falta de evidência"" }, ""Discurso de Barack Obama: graças aos soldados, e não aos sacerdotes, que podemos ter a religião que desejamos ...."": { ""label"": ""FAKE"", ""confidence"": 1.0, ""reason"": ""curta"" }, ""Quem não registrar grupos de WhatsApp em Cartório será condenado por fakenews, diz Dias Toffoli"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""referência a um político específico e uma frase que soa como um boato"" }, ""Bolsonaro teve 57 milhões de votos, mas o BOZO teve 170 milhões de inscritos para receber os 600 reais. Não é fofa a resistência"": { ""label"": ""FAKE"", ""confidence"": 1.0, ""reason"": ""curta"" }, ""'Concessão do Parque do Ibirapuera] vai acabar com o Viveiro de mudas Manequinho Lopes.'"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Fátima Bezerra PT governadora do Rio Grande do Norte, participando de ritual Voodoo com o boneco do presi..."
doc6_json_resultados_cache.txt::19::cb8615cd33d04032,doc6_json_resultados_cache.txt,19,1024,"[-0.010523997247219086, 0.0017502253176644444, -0.02006658725440502, 0.02114206925034523, -0.059074558317661285, -0.023221690207719803, -0.02164759486913681, 0.0517720989882946]",""": ""curta"" }, ""Fátima Bezerra PT governadora do Rio Grande do Norte, participando de ritual Voodoo com o boneco do presidente Bolsonaro."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta e sem evidências"" }, ""Enem 2020: veja como se inscrever, passo a passo | Enem 2020 | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""O título é um artigo informativo que fornece orientações sobre como se inscrever no Enem 2020, indicando uma fonte confiável de informação."" }, ""Não caiam na nova jogada suja da esquerda. Pegaram um vídeo antigo no YouTube do então Deputado federal BOLSONARO, onde ele pede para que a população compareça às manifestações do dia 15 de março. Só que essas manifestações eram sobre o impeachment da Dilma."": { ""label"": ""REAL"", ""confidence"": 0.8, ""reason"": ""A citação do vídeo antigo do então Deputado federal BOLSONARO e a menção às manifestações do dia 15 de março são..."
doc6_json_resultados_cache.txt::20::cb8615cd33d04032,doc6_json_resultados_cache.txt,20,1024,"[-0.033628422766923904, -0.030846092849969864, -0.02267506904900074, 0.026559114456176758, -0.03197958320379257, -0.07574071735143661, 0.001874648965895176, 0.047116708010435104]","ason"": ""A citação do vídeo antigo do então Deputado federal BOLSONARO e a menção às manifestações do dia 15 de março são eventos históricos comprovados."" }, ""Preços dos combustíveis nos postos caem mais de 2% na semana, aponta ANP | Economia | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte citada (ANP) e dados econômicos reais"" }, ""Vão ser demitidos 180 petistas [do Coaf]"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""nenhuma fonte confiável foi mencionada"" }, ""Sabem aquelas fotos dos caixões enfileirados como sendo de mortos pelo covid na Itália Pois é amigos, peço que vão até o Google e digitem no campo de pesquisa: Naufrágio de Lampedusa... Vejam por vcs mesmos! E vc sendo enganado mais uma vez pela globo lixo."": { ""label"": ""FAKE"", ""confidence"": 1.0, ""reason"": ""curta"" }, ""Nunca precisou da Lei Rouanet. o artista brasileiro mais conhecido em Hollywood. Taí a diferença...."
doc6_json_resultados_cache.txt::21::cb8615cd33d04032,doc6_json_resultados_cache.txt,21,1024,"[-0.06197366118431091, 0.02514789253473282, -0.033711470663547516, 0.008219140581786633, -0.04356256499886513, -0.015946701169013977, -0.03517373651266098, 0.04983040317893028]"," ""reason"": ""curta"" }, ""Nunca precisou da Lei Rouanet. o artista brasileiro mais conhecido em Hollywood. Taí a diferença."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Universidades federais da Zona da Mata e Vertentes adotam medidas orçamentárias para pesquisas da Covid-19 | Zona da Mata | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""fornece um título específico de jornal com data e localização geográfica"" }, ""JBS fecha unidade de suínos nos EUA devido ao coronavírus e reduz oferta no país | Agronegócios | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""detalhes específicos sobre a empresa (JBS) e a situação de saúde (coronavírus)"" }, ""Vai vendo!!! Times Square agora há pouco!!! A esquerda toda se coçando de raiva!!! Hehehe!!! Vai nessa, Capitão!!!"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta e exagerada"" }, ""Coronavírus interrompe série históri..."
doc6_json_resultados_cache.txt::22::cb8615cd33d04032,doc6_json_resultados_cache.txt,22,1024,"[-0.05914198234677315, -0.009302575141191483, -0.004333988763391972, -0.014518109150230885, -0.018258381634950638, -0.016891181468963623, -0.015924300998449326, 0.07205098867416382]","apitão!!!"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta e exagerada"" }, ""Coronavírus interrompe série histórica de Viracopos e total de passageiros reduz 31% em março | Campinas e Região | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""fornece dados específicos e fatos reais sobre o impacto do coronavírus na série histórica de Viracopos e no total de passageiros"" }, ""Mayra Dias grita 'Lula Livre' durante Miss Universo e é desclassificada"": { ""label"": ""REAL"", ""confidence"": 0.8, ""reason"": ""súperficial, verifique na fonte"" }, ""Especialistas avaliam que crise pelo coronavírus contribuiu para fim do acordo entre Boeing e Embraer | Vale do Paraíba e Região | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""nome claro de fonte e contexto"" }, ""Palocci afirmou que eleições eram decididas pela cúpula. Urnas foram encomendadas para fraudar eleições! O que o TSE vai dizer agor..."
doc6_json_resultados_cache.txt::23::cb8615cd33d04032,doc6_json_resultados_cache.txt,23,1024,"[-0.035993270576000214, 0.024597151204943657, 0.004752292297780514, -0.011646880768239498, -0.020510466769337654, -0.04599584639072418, -0.0077133141458034515, 0.07739511132240295]","rmou que eleições eram decididas pela cúpula. Urnas foram encomendadas para fraudar eleições! O que o TSE vai dizer agora"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta e apresenta afirmação sem base na realidade"" }, ""Contra fotos ops fatos, não há argumentos Juiz Marco Aurélio e seu amigo Fidel."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta falta de evidências e semelhança com estilo jornalístico inusitado"" }, ""Enem: Estudantes terão até 2 de maio para pedir isenção; veja efeitos de decisões judiciais no cronograma | Enem 2020 | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""data específica, referência a um evento específico (Enem 2020) e uma fonte confiável (G1)}"" }, ""Governo prepara socorro para empresas que prestam serviços de apoio em aeroportos | Economia | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte credível e informativa"" }, ""Herança ma..."
doc6_json_resultados_cache.txt::24::cb8615cd33d04032,doc6_json_resultados_cache.txt,24,1024,"[-0.06915392726659775, 0.040453627705574036, 0.01965508982539177, -0.04348638281226158, -0.012865787371993065, -0.005434194579720497, 0.013936779461801052, 0.06042267382144928]","roportos | Economia | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte credível e informativa"" }, ""Herança maldita: Mandetta renova contratos de publicidade de R$ 1 bilhão firmados no governo Dilma. De forma silenciosa, no apagar das luzes do dia 26 de dezembro de 2019 e sem o aval do Planalto, o ministro da saúde Luiz Henrique Mandetta renovou contratos de publicidade que ultrapassam R$ 1 bilhão com agências de publicidade que alimentam a mídia contra o presidente Jair Bolsonaro."": { ""label"": ""REAL"", ""confidence"": 0.8, ""reason"": ""detalhes específicos e nomes de pessoas mencionados, incluindo uma data específica e um contexto político."" }, ""Enem 2020 abre inscrições; provas não foram adiadas 'por enquanto' | Enem 2020 | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""A notícia menciona que as provas do Exame Nacional do Ensino Médio (ENEM) de 2020 não foram adiadas por e..."
doc6_json_resultados_cache.txt::25::cb8615cd33d04032,doc6_json_resultados_cache.txt,25,1024,"[-0.03496234118938446, 0.008575214073061943, 0.016698772087693214, -0.05692410096526146, -0.0028938977047801018, -0.01024218276143074, -0.026794888079166412, 0.0593181848526001]",".9, ""reason"": ""A notícia menciona que as provas do Exame Nacional do Ensino Médio (ENEM) de 2020 não foram adiadas por enquanto, o que é um fato verificado."" }, ""Boeing rescinde acordo de compra da área da aviação comercial da Embraer | Vale do Paraíba e Região | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""publicação em site de notícias como o G1, com fonte confiável (Boeing)"" }, ""Plano Safra precisa ter juros menores e mais subvenção do governo, diz presidente da Agrishow | Ribeirão Preto e Franca | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte credível (G1)"" }, ""Famílias com renda de cerca de R$ 3 mil devem ter maior perda de consumo com crise do coronavírus | Economia | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte credível e contexto relevante"" }, ""Em 6 anos, Dilma não conseguiu entregar as obras de transposição do rio São Francisco. Nós entregam..."
doc6_json_resultados_cache.txt::26::cb8615cd33d04032,doc6_json_resultados_cache.txt,26,1024,"[-0.04645324870944023, 0.04717334359884262, -0.022335601970553398, -0.012634927406907082, -0.034969039261341095, 0.0017752047860994935, -0.06935540586709976, 0.045659955590963364]","texto relevante"" }, ""Em 6 anos, Dilma não conseguiu entregar as obras de transposição do rio São Francisco. Nós entregamos em seis meses."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Produtores de flores amargam prejuízo de pelo menos R$ 300 milhões por conta do coronavírus | Globo Rural | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""forneceu informações específicas sobre um prejuízo financeiro relacionado ao coronavírus, o que sugere uma notícia verificável e factual."" }, ""Defensoria pede que data do Enem 2020 seja alterada por causa da pandemia de coronavírus | Educação | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""fonte de notícia (G1) e conteúdo específico sobre a pandemia de coronavírus"" }, ""A mãe disfarçando com as crianças até conseguir roubar a bolsa da mulher em um shopping no Rio de Janeiro vídeo"": { ""label"": ""FAKE"", ""confidence"": 0.9, ""reaso..."
doc6_json_resultados_cache.txt::27::cb8615cd33d04032,doc6_json_resultados_cache.txt,27,1024,"[-0.0013245433801785111, 0.03490158170461655, 0.00515939062461257, 0.005920093506574631, -0.003788894973695278, 0.005976858548820019, -0.01039521861821413, 0.056034933775663376]","conseguir roubar a bolsa da mulher em um shopping no Rio de Janeiro vídeo"": { ""label"": ""FAKE"", ""confidence"": 0.9, ""reason"": ""curta e sensacionalista"" }, ""A Comissão de Direitos Humanos de Minas Gerais ... conseguiu autorizar a prisão do estudante de 21 anos que reagiu a um assalto com arma de brinquedo e espancou o bandido. ... De acordo com a presidente da Comissão, Gizelle Rosário Leitte, o jovem agiu com demasiada força e não deu chances de defesa ao assaltante"": { ""label"": ""FAKE"", ""confidence"": 0.5, ""reason"": ""o uso de uma arma de brinquedo como se fosse uma arma de fogo e a descrição da violência usada no confronto com o bandido são características que levam a suspeitar que o evento seja um boato"" }, ""Tá aí o dono da revista VEJA, André Esteves, preso pela operação Lava Jato."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Fila em agências para receber auxílio de R$ 60..."
doc6_json_resultados_cache.txt::28::cb8615cd33d04032,doc6_json_resultados_cache.txt,28,1024,"[-0.06013725325465202, 0.029504744336009026, -0.024701358750462532, 0.0075400955975055695, -0.01910112425684929, -0.05367128923535347, -0.012395739555358887, 0.05359713360667229]"," Lava Jato."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Fila em agências para receber auxílio de R$ 600 é 'algo inevitável', diz presidente da Caixa | Economia | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""tem fonte (Caixa)"" }, ""Policial é estuprada por oito menores e morta com 32 facadas na zona norte do Rio de Janeiro"": { ""label"": ""FAKE"", ""confidence"": 0.5, ""reason"": ""curta e sensacionalista"" }, ""Urgente: atirador invade escola em Humaitá e dispara contra alunos"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""falta de detalhes específicos e falta de confiabilidade da fonte"" }, ""OMS recua e diz que governos devem pensar em quem precisa garantir o pão de cada dia"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Coronavírus: Unicamp faz revisão de orçamento e vota plano para reduzir R$ 72 milhões em despesas | Campinas e Região | G1"": { ""label"":..."
doc6_json_resultados_cache.txt::29::cb8615cd33d04032,doc6_json_resultados_cache.txt,29,1024,"[-0.05568741261959076, 0.02608441188931465, -0.015452058054506779, 0.013197771273553371, -0.01595848985016346, -0.017257824540138245, 0.00949549488723278, 0.006140043959021568]","icamp faz revisão de orçamento e vota plano para reduzir R$ 72 milhões em despesas | Campinas e Região | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte é um site de notícias confiável, como o G1"" }, ""O filme 'Corpus Christi' do diretor safado chamado deputado Jean Wyllys ... está para ser exibido nos cinemas. Com patrocínio da Lei Rouanet. Este filme mostra Jesus e seus discípulos como gays"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""'Temos de usar sacos de lixo na cabeça': médicos britânicos improvisam no combate ao coronavírus - Notícias - R7 Internacional"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""exageração"" }, ""Eric Yuan, o bilionário criador do Zoom que viu sua fortuna se multiplicar durante pandemia | Tecnologia | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""tem informações específicas sobre a pessoa e eventos verificados"" }, ""Urgent..."
doc6_json_resultados_cache.txt::30::cb8615cd33d04032,doc6_json_resultados_cache.txt,30,1024,"[-0.07259559631347656, 0.007348906714469194, -0.00687578646466136, 0.007353511638939381, -0.02813260816037655, -0.03623148798942566, 0.027373461052775383, 0.04975678771734238]","bel"": ""REAL"", ""confidence"": 1.0, ""reason"": ""tem informações específicas sobre a pessoa e eventos verificados"" }, ""Urgente! Ministro Paulo Guedes acaba de anunciar o fim do bolsa bandido, o auxílio-reclusão"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Microsoft corrige brecha no Teams que deixava contas expostas ao receber links de imagens | Blog do Altieres Rohr | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""publicacao em site credivel com autor conhecido"" }, ""Unicamp, Unesp e USP pedem repasse de parte da ajuda financeira da União para o estado | Campinas e Região | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""tem informações específicas sobre instituições educacionais brasileiras"" }, ""Atenção, não fotografem seu comprovante de voto. Isso é crime eleitoral!"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Universidade Cândido Mendes pede r..."
doc6_json_resultados_cache.txt::31::cb8615cd33d04032,doc6_json_resultados_cache.txt,31,1024,"[-0.04080452024936676, 0.033877309411764145, 0.016484569758176804, -0.022566860541701317, -0.045556195080280304, -0.05057051032781601, -0.01441151276230812, 0.041619304567575455]","Isso é crime eleitoral!"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta"" }, ""Universidade Cândido Mendes pede recuperação judicial durante pandemia do coronavírus | Rio de Janeiro | G1"": { ""label"": ""REAL"", ""confidence"": 0.8, ""reason"": ""Fonte confiável e informações verificáveis"" }, ""Enem 2020: Prazo para pedir isenção da taxa de inscrição termina nesta sexta | Enem 2020 | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""data específica e atualizada"" }, ""General Villas Bôas anuncia intervenção militar e convoca povo do Brasil"": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""falta de evidências e contexto"" }, ""Trump avisa: posso intervir militarmente no Brasil para acabar com a corrupção"": { ""label"": ""FAKE"", ""confidence"": 0.9, ""reason"": ""curta"" }, ""Coronavírus: Unicamp começa testes rápidos com resultados em até 48h para diagnóstico da Covid-19 | Campinas e Região | G1"": { ..."
doc6_json_resultados_cache.txt::32::cb8615cd33d04032,doc6_json_resultados_cache.txt,32,1024,"[-0.02676090970635414, 0.02333761565387249, -0.012680809013545513, 0.006528947968035936, -0.035061512142419815, -0.025738729164004326, 0.01609806902706623, 0.055848129093647]","írus: Unicamp começa testes rápidos com resultados em até 48h para diagnóstico da Covid-19 | Campinas e Região | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte confiável - O Estado de S. Paulo é mencionado como uma referência"" }, ""Como fazer máscaras E pudim O que os brasileiros mais buscam no Google em meio à pandemia | Tecnologia | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""tem referências a conteúdo específico e detalhado sobre como fazer máscaras e pudim, além de um contexto de relevância para a pandemia"" }, ""Boletim do Departamento de Saúde do Canadá: informe suas famílias, parentes e amigos."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""falta de contexto e detalhes específicos"" }, ""Governo Federal iniciou o cadastramento do Auxílio Cidadão que dá uma ajuda mensal no valor de R$ 200 para trabalhadores autônomos e pessoas de baixa renda para ajudar a comb..."
doc6_json_resultados_cache.txt::33::cb8615cd33d04032,doc6_json_resultados_cache.txt,33,1024,"[-0.03746826574206352, 0.002420275006443262, -0.012514539062976837, -0.04388232156634331, -0.016858629882335663, -0.03155578300356865, 0.023936856538057327, 0.07310090959072113]","adão que dá uma ajuda mensal no valor de R$ 200 para trabalhadores autônomos e pessoas de baixa renda para ajudar a combater CORONAVRUS. Confira se você tem direito ao benefício..."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": "" Falta de informações específicas sobre o cadastramento, benefício e requisitos para receber o auxílio cidadão."" }, ""Estados vão manter aulas suspensas para frear transmissão do novo coronavírus, diz entidade | Educação | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""fonte confiável e específica de aula suspensa"" }, ""WhatsApp limita reenvio de mensagens a 1 destinatário por vez em meio à crise do novo coronavírus | Tecnologia | G1"": { ""label"": ""REAL"", ""confidence"": 1.0, ""reason"": ""fonte credível e verificável (G1)"" }, ""A Rússia soltou mais de 500 leões nas ruas para garantir que as pessoas fiquem em ambientes fechados durante este surto de pandemia"": {..."
doc6_json_resultados_cache.txt::34::cb8615cd33d04032,doc6_json_resultados_cache.txt,34,1024,"[-0.04609518125653267, 0.03268273174762726, -0.0503203421831131, -0.007996795699000359, -0.03377276659011841, -0.03811831772327423, -0.015350457280874252, 0.06121904030442238]"," mais de 500 leões nas ruas para garantir que as pessoas fiquem em ambientes fechados durante este surto de pandemia"": { ""label"": ""FAKE"", ""confidence"": 1.0, ""reason"": ""curta"" }, ""WhatsApp afirma que volume de mensagens encaminhadas caiu 70% após limite de envio a apenas um destinatário | Tecnologia | G1"": { ""label"": ""REAL"", ""confidence"": 0.9, ""reason"": ""sorgente confiável e fonte específica"" }, ""A riqueza do Lulinha. Sócio majoritário dos frigoríficos JBS, sócio majoritário da Oi"": { ""label"": ""FAKE"", ""confidence"": 0.0, ""reason"": ""curta"" }, ""O mais irônico é que a UFRJ recebeu uma grana forte do BNDES em junho para restaurar o museu. Agora, pergunta à UFRJ para onde essa grana foi. Vai, pergunta."": { ""label"": ""FAKE"", ""confidence"": 0.8, ""reason"": ""curta e ausente referência a evidências ou fontes específicas"" }, ""Militar preso da FAB. O militar detido por drogas é filiado ao PT. Pronto! Re..."
